TM,Location,HITTERS,AB,W,SO v lhp,BBv lhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,CL v lhp,DP v lhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,CL v rhp,DP v rhp,STEALING,STL,SPD,B,H,INJ,CA,1B,2B,3B,SS,LF,CF,RF,FIELDING
SAA,,"Clarke,D",148,6,62,0,16.6,20.6,36.8,1.6,2*,0,2,58,0,20,24,30.9,0.4,0,-10,2,"*4,5/- (20-13)",B,16,D,D,5,,,,,,,111,,cf-1(+1)e11
SAA,,"Cortes,C*",94,3,15,0,0,0,0,0,w*,0,24,20,0,37.4,37.4,62.7,3,5,-3,25,-/- (---),E,11,D,C,1,,,,565,,408,,408,rf-4(-1)e8 lf-4e8 3b-5e65
SAA,,"Gelof,Z",92,7,92,0,4.2,4.2,7.2,0,w,0,0,68,10,6,16,11.8,1.6,2,-2,0,"*2-6,11,12/7-10 (15-4)",D,15,D,D,6,,,206,,,,,,2b-2e6
SAA,,"Harris,B",73,7,37,12,18.7,36.7,20.5,0,w,-5,8,25,9,28.6,43.7,41.2,0,w,-5,8,3/- (20-6),D,12,D,D,1,,425,,308,,,,,3b-3e8 1b-4e25
SAA,,"Hernaiz,D",173,17,0,22,18.4,40.4,27.1,0.5,0,-7,5,4,7,17.1,24.1,23,1.5,w,-8,7,"*2-7,12/8-10 (15-7)",D,13,D,C,1,,,415,320,307,,,,ss-3e7 3b-3e20 2b-4e15
SAA,,"Kurtz,N*",420,63,67,9,8.7,18.7,28.6,6.2,8,0,5,31,21,31.5,53.5,71.1,9.8,8,-10,5,5/- (13-6),E,11,D,D,2,,215,,,,,,,1b-2e15
SAA,,"Langeliers,S",481,36,20,0,45,45,80,10,8,-17,17,17,10,16.3,26.3,38.2,4.2,8,0,16,*5/- (19-6),C,13,D,C,3,303,,,,,,,,"c-3(0)e3,T-7(pb-3)"
SAA,,"Maciver,W",102,7,19,7,9.4,20.4,26.5,4.2,7*,0,5,32,4,11,19,24.5,3,w*,0,5,*5/- (20-12),C,13,D,D,2,316,,,,,,,,"c-3(0)e16,T-2(pb-3)"
SAA,,"Muncy,M",206,10,42,11,10.4,24.3,14,1.2,1,-7,0,41,0,13.3,16.3,27.7,3.6,6,-4,0,"5,6/10 (13-6)",E,13,D,D,5,,,432,334,444,,,,3b-3e34 2b-4e32 ss-4e44
SAA,,"Rooker,B",626,65,11,14,26.9,42.8,46.6,2,3,-9,14,27,10,18.6,30.6,37,3.8,6,-7,17,4/- (17-6),D,13,D,D,0,,,,,,407,,407,rf-4(0)e7 lf-4e7
SAA,,"Schuemann,M",183,22,0,15,5.2,25.2,6.6,0,w*,0,19,17,14,12.4,31.4,26,2.8,w,-5,20,*7/- (19-12),B,15,B,C,1,,,308,314,434,409,409,,2b-3e8 3b-3e14 ss-4e34 lf-4(+2)e9 cf-4e9
SAA,,"Soderstrom,T*",561,55,29,3,27,32,39,2.5,4,-7,25,23,10,24.5,36.5,40.3,2.8,5,-6,22,*7/- (17-6),C,12,D,D,1,,311,,,,203,,,lf-2(0)e3 1b-3e11
SAA,,"Thomas,C",120,7,55,10,15.4,27.4,41.3,7.2,8,-2,9,59,0,13.6,15.6,19.8,1.4,1,-8,24,"*2-6,12/- (15-12)",D,13,D,D,1,,,,,,303,403,303,rf-3(-2)e3 cf-4e3 lf-3e3
SAA,,"Urias,L",287,31,0,10,8.2,22.2,8.7,0.2,0,-6,20,7,13,17.6,34.7,24,1.8,2,-9,20,7/- (13-6),D,10,D,C,1,,,408,430,,,,,2b-4e8 3b-4e30
SAA,,"Urshela,G",181,13,31,15,16.7,31.7,30.2,0,w*,0,21,16,4,20.1,24.1,31.6,0,w,6,24,"2-7,11/- (3-1)",E,9,D,D,2,,405,,410,,,,,3b-4e10 1b-4e5
SAA,,"Wilson,J",486,27,0,0,36.9,39.9,46.9,2.1,4,5,25,0,3,31.2,37.2,40.5,1,1,5,24,"4,5/- (14-6)",C,12,C,B,2,,,,,310,,,,ss-3e10
SAA,,"Wynns,A",103,5,52,0,22.4,22.4,46,4,6,3,19,32,4,29.4,33.4,56,5.4,8,3,23,-/- (---),E,9,D,D,5,305,525,,,,,,,"c-3(-1)e5,T-1(pb-3) 1b-5e25"
PHN,,"Bohm,A",464,29,9,7,29.8,38.8,43.8,1.6,3,-2,24,12,3,30.9,35.9,36.5,0.9,0,-2,25,2/- (20-6),E,11,D,C,3,,407,,308,,,,,3b-3e8 1b-4e7
PHN,,"Castellanos,N",547,32,33,4,21.3,27.3,32,1.5,2,-6,20,21,4,23.6,29.6,33.9,1.8,3,-6,19,3/- (20-6),D,12,D,C,1,,,,,,,,400,rf-4(0)e0
PHN,,"Harper,B*",501,70,21,9,25.7,36.7,44.7,3.8,4,-10,5,22,18,16.9,36.9,34.9,3.8,5,-4,4,*7/- (19-11),B,13,D,B,1,,203,,,,,,,1b-2e3
PHN,,"Kemp,O",197,12,49,11,12.3,30.4,28.2,4.2,8,3,13,37,0,19.2,26.2,31.5,1.8,2,3,15,"*2-6,11/8 (15-7)",D,13,D,D,1,,410,571,428,,408,,,3b-4e28 1b-4e10 lf-4(+1)e8 2b-5e71
PHN,,"Kepler,M*",417,48,23,8,12.7,22.7,18.1,1.4,2,-8,19,19,11,13.4,26.4,27.2,3.2,3,-4,18,2/- (20-6),D,12,D,C,1,,,,,,201,401,201,lf-2(-1)e1 rf-2e1 cf-4e1
PHN,,"Marchan,R+",105,10,1,16,16.4,34.4,17.3,0,w,-5,4,11,5,13.7,20.7,21.6,1.8,0,-6,5,-/- (---),E,10,D,C,2,301,,,,,,,,"c-3(-2)e1,T-6(pb-2)"
PHN,,"Marsh,B*",379,38,51,16,11.6,27.6,16.1,1.5,1,-8,0,29,7,33,40,49.5,1.5,1,-14,0,*5/- (19-6),C,14,C,C,2,,,,,,206,306,306,cf-3(-2)e6 lf-2e6 rf-3e6
PHN,,"Realmuto,J",502,35,32,2,16.3,22.3,25.4,0.5,0,-5,20,24,7,28.4,39.4,37,1.5,1,-10,17,*7/- (18-11),C,14,D,D,2,201,,,,,,,,"c-2(-3)e1,T-7(pb-0)"
PHN,,"Rojas,J",152,13,20,9,16.4,25.4,30.5,3,w,6,8,34,9,17,25.9,21,0,w,6,8,*3-6/- (19-15),A,16,B,C,1,,,,,,,207,,cf-2(-3)e7
PHN,,"Schwarber,K*",604,108,34,19,15,38,47.7,9.6,8,-1,1,34,22,11.4,37.3,34.6,7,8*,0,0,*6/- (19-6),B,11,D,C,0,,,,,,522,,,lf-5(+2)e22
PHN,,"Sosa,E",243,10,29,0,32.6,34.6,49.6,4.3,8,-1,24,18,0,22.1,24.1,37,2.5,4,-1,23,"4,6/11 (13-6)",E,14,C,C,1,,,306,312,312,516,,,3b-3e12 2b-3e6 ss-3e12 lf-5(+1)e16
PHN,,"Stott,B*",499,54,13,9,18.2,27.2,26.2,1.8,w,0,3,11,11,23.5,34.5,34,1.8,1,0,3,*2-5/- (19-13),A,16,C,C,1,,,104,,314,,,,2b-1e4 ss-3e14
PHN,,"Turner,T",589,43,10,5,37.2,44.2,48.1,0.8,0,0,14,13,7,30.6,39.6,44.1,1.4,2,0,15,"*2-5,12/- (19-14)",AA,17,D,B,1,,,,,210,,,,ss-2e10
PHN,,"Wilson,W",111,12,39,15,9.9,27,20.4,2.7,4,5,3,26,7,5.1,14.1,17,4,6,6,4,"*2-7,12/8-11 (15-6)",D,14,D,D,2,,430,412,421,,405,,,lf-4(0)e5 2b-4e12 1b-4e30 3b-4e21
PHN,,"Bader,H",448,39,51,8,15.5,28.5,25.1,2.7,5,-9,5,26,9,30.8,44.8,44.8,2.3,3,-15,5,*3-7/12 (15-11),B,14,D,D,1,,,,,,105,105,105,cf-1(-1)e5 lf-1e5 rf-1e5
PIN,,"Bart,J",285,40,27,26,24.1,55.2,33.3,2.3,5,-2,14,39,15,15.8,35.8,22.5,0.9,w,-2,26,6/12 (13-5),E,10,D,D,3,401,,,,,,,,"c-4(+1)e1,T-5(pb-1)"
PIN,,"Canario,A",216,17,51,8,8.4,16.4,17.3,2.8,5,-3,16,49,7,21.4,28.4,24.9,0.2,0,-12,16,*7/- (17-6),C,13,D,D,1,,,,,,305,405,305,lf-3(-2)e5 cf-4e5 rf-3e5
PIN,,"Cruz,O*",471,64,48,19,1.6,22.6,6.4,1.6,w*,0,6,44,13,12.9,28,29,3.8,7,-3,8,"*2-6,12/- (19-15)",AA,16,D,D,1,,,,,,,415,,cf-4(-1)e15
PIN,,"Davis,H",252,18,27,9,3.3,16.3,12.3,3,6*,0,3,37,5,5.7,14.7,10.7,1,1,-1,3,"4,6/- (13-6)",D,12,C,B,2,304,,,,,,,,"c-3(-3)e4,T-3(pb-0)"
PIN,,"Gonzales,N",381,21,16,7,20.6,28.6,31.6,0.6,1,-10,22,14,2,28,31,40.5,2.1,w,-13,24,"2-6,12/- (3-1)",E,14,D,C,4,,,216,,414,,,,2b-2e16 ss-4e14
PIN,,"Horwitz,S*",364,44,33,10,9.8,20.8,13.1,1,2,-6,12,12,13,26,40,40.2,1.5,2,-6,13,"5,6/- (3-1)",E,10,D,C,4,,307,412,,,,,,1b-3e7 2b-4e12
PIN,,"McCutchen,A",477,67,29,14,23.4,38.4,29.8,0.5,1,-6,17,20,18,15.2,34.2,22.7,1.5,2,-6,15,4/12 (13-5),E,10,D,B,1,,,,,,503,,503,rf-5(+1)e3 lf-5e3
PIN,,"Peguero,L",80,6,47,18,8.7,31.7,29.1,6.8,8,0,12,29,0,10.3,15.3,18.7,2.8,5,-6,28,*6/- (20-13),B,16,D,D,1,,414,306,,432,,,,ss-4e32 1b-4e14 2b-3e6
PIN,,"Pham,T",392,50,20,21,12.8,34.8,16.5,1.3,2,4,18,22,13,19.7,33.7,28,1,1,5,19,"*2-5,12/- (15-11)",C,12,D,C,1,,,,,,306,,406,lf-3(0)e6 rf-4e6
PIN,,"Reynolds,B+",587,57,39,15,18.3,35.3,32.1,2.5,5,4,18,31,7,18.1,27.1,29,0.5,1,5,19,6/- (13-6),D,14,D,D,1,,,,,,,,403,rf-4(-1)e3
PIN,,"Rodriguez,E+",52,5,48,10,10,20,20,0,w*,0,0,24,9,8.4,17.4,16.6,0,w*,0,0,2-12/- (3-1),E,11,D,D,6,416,430,,,,,,,"1b-4e30 c-4(+1)e16,T-20(pb-0)"
PIN,,"Simon,R+",77,8,9,8,5,13,5,0,w,-2,8,15,11,19.9,30.9,23.5,0,w,-2,8,3/- (20-6),D,15,D,C,3,,,471,,456,417,,417,2b-4e71 lf-4(+2)e17 rf-4e17 ss-4e56
PIN,,"Suwinski,J*",150,24,31,0,0,6,0,0,w*,0,2,45,19,3.3,28.4,6.9,0.2,0*,0,2,*2-5/- (19-13),B,15,D,D,2,,,,,,304,404,404,cf-4(-2)e4 lf-3e4 rf-4e4
PIN,,"Triolo,J",331,39,13,8,22.5,31.5,41.2,1.5,2,-8,8,23,17,13.4,31.3,18.3,0.3,0,-7,6,"*5,6/- (19-13)",B,15,D,C,1,,305,203,111,322,,,,3b-1e11 ss-3e22 1b-3e5 2b-2e3
PIN,,"Valdez,E*",91,11,15,2,0,2,0,0,w*,0,17,9,15,13.3,28.3,27.7,0.6,1,4,14,-/- (---),E,10,D,C,6,,407,471,,,,,,1b-4e7 2b-4e71
PIN,,"Yorke,N",69,3,11,0,26.6,26.6,38.5,0,w,4,10,26,1,15.3,16.3,18.3,1,1,4,10,3/- (20-6),D,13,D,C,1,,418,405,465,,,,406,2b-4e5 1b-4e18 rf-4(+2)e6 3b-4e65
SLN,,"Arenado,N",401,28,0,1,24.1,27.1,29.4,0.3,1,-2,19,3,5,17.9,24.9,27.5,2,4,-2,18,3/- (20-6),D,10,D,C,3,,,,208,,,,,3b-2e8
SLN,,"Burleson,A*",497,39,8,4,28.6,33.6,37.1,1.4,2,-6,21,7,6,31,38,45.4,2.7,4,-6,20,4/- (17-6),C,11,C,C,1,,416,,,,402,,402,1b-4e16 lf-4(0)e2 rf-4e2
SLN,,"Church,N*",56,3,39,0,24,35,35.5,0,w,4,0,36,3,3.6,17.6,6.4,0.9,0,4,0,3/- (20-6),D,14,C,D,1,,,,,,309,309,309,cf-3(-3)e9 lf-3e9 rf-3e9
SLN,,"Contreras,W",490,44,29,14,20.4,44.4,37.7,2.3,5,4,20,30,7,18.3,35.3,32.7,3,5,5,18,4/- (17-6),C,11,D,C,1,,313,,,,,,,1b-3e13
SLN,,"Donovan,B*",460,42,12,6,20.6,29.6,34.5,2.5,w,-9,4,0,7,35.2,45.2,48.3,1,1,-10,4,"4,6/11 (13-6)",D,12,B,B,2,,,308,,418,301,,,2b-3e8 lf-3(+1)e1 ss-4e18
SLN,,"Fermin,J",60,8,15,11,29.6,43.6,43.4,0,w,4,0,5,18,24.5,45.5,35.7,0.5,0,3,0,"*2-8,11/9,10,12 (15-8)",C,13,D,C,1,,,402,424,,408,,408,2b-4e2 3b-4e24 lf-4(+2)e8 rf-4e8
SLN,,"Gorman,N*",351,47,39,15,13.4,28.4,33.1,5.6,8,-3,0,51,14,11.3,25.3,20,1.9,2,-5,0,6/12 (13-5),E,11,D,D,2,,425,406,421,,,,,3b-4e21 2b-4e6 1b-4e25
SLN,,"Hampson,G",77,11,41,20,3,23,3.2,0,w*,0,16,51,18,0.6,18.6,0.6,0,w*,0,16,"*2-5,12/- (17-12)",B,15,B,D,1,,,406,418,410,305,305,305,2b-4e6 cf-3(+1)e5 lf-3e5 rf-3e5 3b-4e18 ss-4e10
SLN,,"Herrera,I",388,43,9,24,26.9,58.8,59.8,9.8,8,0,20,19,8,22.6,38.5,28.6,2,4,0,30,*6/- (18-6),B,12,D,C,5,413,,,,,525,,,"c-4(+3)e13,T-1(pb-2) lf-5(+2)e25"
SLN,,"Nootbaar,L*",509,64,31,12,14.1,28.1,18,0.8,0,-9,2,15,13,21.2,36.2,29.9,1.3,2,-12,2,"2-5/10,11 (13-5)",D,12,D,B,1,,,,,,301,401,301,lf-3(0)e1 rf-3e1 cf-4e1
SLN,,"Pages,P",361,19,45,3,22.1,27.1,29.5,0.4,0,-7,23,32,2,17.9,21.9,27.7,2.6,4,-7,20,-/- (---),E,9,C,D,2,205,525,571,,,,,,"c-2(-1)e5,T-3(pb-3) 1b-5e25 2b-5e71"
SLN,,"Pozo,Y",160,7,7,0,26.3,26.3,39.3,1,2,2,21,2,3,15.9,18.9,25.9,2.2,4,2,19,-/- (---),E,9,D,C,2,308,405,,,,,,,"c-3(0)e8,T-10(pb-4) 1b-4e5"
SLN,,"Saggese,T",275,16,39,0,28.8,29.8,39.3,3.3,w,-4,13,35,7,23.8,31.8,36,1,w,-4,13,3/- (20-6),C,13,D,D,1,,,420,424,406,,,,2b-4e20 ss-4e6 3b-4e24
SLN,,"Scott,V*",398,42,37,11,13.2,29.2,16,0,w,1,2,25,10,15.4,30.3,27,3.2,w,1,2,*2-6/- (19-15),AA,17,A,D,2,,,,,,208,108,208,cf-1(0)e8 lf-2e8 rf-2e8
SLN,,"Walker,J",363,29,41,6,16,24,18.3,0.5,0,8,18,45,8,13.4,23.4,25.4,3,w,8,18,*2-5/- (17-12),B,13,D,D,3,,,,,,,,406,rf-4(-2)e6
SLN,,"Winn,M",491,34,18,6,21.4,30.4,34,2.5,w,11,16,17,6,20.9,29.9,28.4,0.5,1,11,16,"*2-6,11,12/- (15-12)",C,15,C,C,2,,,,,104,,,,ss-1e4
SDN,,"Arraez,L*",620,34,0,1,28.9,30.9,32,1,1,-9,15,0,2,35.8,38.8,50.5,2,w,-9,15,"*4,5/- (17-11)",C,11,A,B,1,,401,413,,,,,,1b-4e1 2b-4e13
SDN,,"Bogaerts,X",491,48,10,6,32.6,40.6,44,0.5,0,-16,18,15,12,22.5,36.5,30.4,1,1,-13,17,"*4,6/- (19-13)",A,13,D,B,3,,,,,310,,,,ss-3e10
SDN,,"Cronenworth,J*",419,69,18,20,18.6,45.5,23.4,0.8,1,3,3,23,19,16.6,42.7,23.6,1,1,3,3,"4,6/10 (13-6)",D,14,B,C,3,,308,315,,319,,,,2b-3e15 1b-3e8 ss-3e19
SDN,,"Diaz,E",255,21,24,4,12,18,19,2.3,4,-6,26,37,10,12.7,24.7,20.9,1.9,3,-5,26,-/- (---),E,9,B,D,2,309,,,,,,,,"c-3(-1)e9,T-12(pb-0)"
SDN,,"Gonzalez,O",59,2,35,0,19.9,19.9,21.8,0,w,2,14,9,0,16.9,16.9,16.9,0,w,2,14,2-12/- (3-1),E,12,D,C,1,,,,,,412,,412,lf-4(-1)e12 rf-4e12
SDN,,"Heyward,J*",85,6,10,9,2.7,11.6,2.7,0,w*,0,7,26,3,8.9,11.9,13.3,1.5,1,4,8,2-12/- (3-1),E,12,D,C,3,,,,,,203,303,203,lf-2(-1)e3 cf-3e3 rf-2e3
SDN,,"Iglesias,J",306,24,19,13,15.9,34,24.2,1.4,w,8,15,7,3,17.2,25.2,24,2.2,w,9,17,*5/- (19-6),C,13,D,C,1,,,205,317,312,425,,,2b-2e5 ss-3e12 3b-3e17 lf-4(+2)e25
SDN,,"Johnson,B+",76,3,23,0,33.5,39.5,34.6,0,w,-8,8,29,0,47.5,53.5,57.3,0.8,0,-8,8,"*5,6/- (19-13)",B,16,B,D,1,,,,,,201,201,201,lf-2(-1)e1 cf-2e1 rf-2e1
SDN,,"Machado,M",615,55,19,11,17.9,29.9,38.9,7,8,0,17,18,7,28.5,36.5,42,2,3,0,19,"*4,5/- (18-11)",B,11,D,D,1,,,,218,,,,,3b-2e18
SDN,,"Maldonado,M",147,8,38,12,24.9,36.8,35,0.9,0,-10,14,61,0,9.5,9.5,16.4,2,2,-4,20,-/- (---),E,8,A,B,2,303,,,,,,,,"c-3(+2)e3,T-3(pb-7)"
SDN,,"Merrill,J*",440,33,18,3,21.5,26.5,43.5,2.8,w,5,4,28,6,24.9,32.8,43.5,3.3,6,5,4,"4,5/10-12 (13-3)",E,15,C,D,3,,,,,,,201,,cf-2(-2)e1
SDN,,"Sheets,G*",492,44,14,6,25,33,41.7,2.8,w,1,13,21,8,19.9,29.9,36.1,3.5,5,1,13,5/- (13-6),E,10,D,C,1,,414,,,,403,,,lf-4(-2)e3 1b-4e14
SDN,,"Tatis Jr,F",594,89,17,21,15.4,38.3,22.6,1.8,2,-9,3,16,17,25,44,37.7,2.8,5,-11,4,"*2-5,11,12/- (19-13)",A,15,D,C,1,,,,,,,,103,rf-1(-3)e3
SDN,,"Wade,T*",107,15,52,10,11,23,11,0,w,6,0,25,18,11.6,31.6,19,0,w,5,0,"*2-6,11,12/7-10 (15-4)",D,16,A,D,1,,,314,319,427,405,405,405,cf-4(0)e5 lf-4e5 2b-3e14 3b-3e19 rf-4e5 ss-4e27
SDN,,"Fermin,F",319,19,21,2,19.2,22.2,21.5,0.8,0,-6,12,15,4,25.2,30.1,38.6,2.8,w,-6,12,"4,6/9,10 (13-3)",E,11,A,B,2,204,,571,,,,,,"c-2(-3)e4,T-7(pb-3) 2b-5e71"
SDN,,"Laureano,R",441,35,18,8,26.6,38.6,44.6,4.6,8,-5,15,33,6,24.7,34.7,43.7,3.2,6,-5,17,"*2-6,11/- (15-12)",C,13,D,D,2,,,,,,209,309,209,lf-2(-3)e9 rf-2e9 cf-3e9
SDN,,"O'Hearn,R*",474,58,27,10,22.5,35.5,28,0.6,1,-10,16,18,12,26.8,41.8,36.4,2.1,3,-10,14,4/- (15-6),D,12,D,C,1,,313,,,,404,,404,1b-3e13 rf-4(+1)e4 lf-4e4
SDN,,"Wagner,W*",129,17,17,3,4.4,10.4,6.7,0,w*,0,18,16,17,18.2,38.2,23.8,0,w,-7,14,2/- (20-6),E,11,C,C,1,,407,418,417,,,,,3b-4e17 1b-4e7 2b-4e18
SFN,,"Adames,W",591,80,41,13,7.8,22.9,26.8,5.9,8,0,10,29,18,13.9,33.9,26.3,3.3,6,2,9,"*5,6/- (17-11)",B,13,D,D,1,,,,,217,,,,ss-2e17
SFN,,"Bailey,P+",409,30,40,4,13.1,19.1,26.5,1.8,w,11,12,41,5,15.9,22.9,30.1,3.4,w,11,13,2/- (20-6),E,10,B,C,1,103,,,,,,,,"c-1(-3)e3,T-8(pb-3)"
SFN,,"Chapman,M",454,71,16,21,13.3,37.3,17.8,1,2,-9,10,29,20,13.3,36.3,30.6,3.8,7,-3,10,"*2-5,12/- (16-12)",C,14,D,D,3,,,,117,,,,,3b-1e17
SFN,,"Encarnacion,J",55,1,26,0,15,15,34.5,2.8,6*,0,34,37,0,10.3,10.3,18.5,2.2,4,4,34,*3/- (20-11),D,11,D,D,6,,530,,,,405,,405,rf-4(-1)e5 1b-5e30 lf-4e5
SFN,,"Fitzgerald,T",217,17,46,21,13.4,36.5,26.5,2.7,w,-6,4,36,1,16.8,19.8,24.8,0.5,0,-8,10,"*2-6,12/- (17-14)",B,16,A,D,2,,,210,,,,,407,2b-2e10 rf-4(0)e7
SFN,,"Flores,W",419,34,18,4,15.6,22.5,25.3,3.3,6,12,23,16,10,17.1,30.1,23.9,2.3,4,11,22,2/- (20-6),E,8,D,C,1,,407,,456,,,,,1b-4e7 3b-4e56
SFN,,"Gilbert,D*",100,7,30,3,0,5,0,0,w*,0,16,13,4,12.4,18.3,29.9,2.3,4,0,15,3-7/10-12 (13-7),E,13,D,C,1,,,,,,205,305,205,rf-2(-1)e5 cf-3e5 lf-2e5
SFN,,"Huff,S",53,4,67,3,19.8,22.8,37.8,6,8,-8,2,69,9,9.8,18.8,14.7,1.5,2,-6,7,-/- (---),E,9,D,D,2,401,,,,,,,,"c-4(+1)e1,T-2(pb-1)"
SFN,,"Knizner,A",77,7,1,0,20.8,25.8,29.8,3,5,-8,0,1,17,11.8,33.8,18.2,0,w,-7,0,-/- (---),E,9,D,C,2,403,,,,,,,,"c-4(+1)e3,T-20(pb-0)"
SFN,,"Koss,C",174,9,56,1,27.3,32.3,27.3,0,w,6,12,18,3,23,30,32.6,0.9,1,6,17,"*4,5/- (18-11)",C,14,C,D,3,,,213,341,488,,,,2b-2e13 3b-3e41 ss-4e88
SFN,,"Lee,J*",560,47,13,1,22.9,25.9,31.1,0.6,1,-7,0,0,9,26.8,37.8,49.4,2.3,w,-6,0,*7/- (17-6),B,14,D,B,1,,,,,,,203,,cf-2(-1)e3
SFN,,"Matos,L",172,11,9,2,13.5,15.5,41.1,6.4,8*,0,23,6,8,18.1,26.1,29.5,1.8,4,-8,21,*6/- (20-12),C,13,D,D,1,,,,,,415,415,415,rf-4(-1)e15 lf-4e15 cf-4e15
SFN,,"Ramos,H",620,52,33,6,20.7,32.7,34.7,1.5,3,-4,13,22,8,21,35,27,2,4,-4,17,"4,6/12 (13-6)",D,12,D,D,1,,,,,,410,,,lf-4(-1)e10
SFN,,"Schmitt,C",312,27,32,11,15.1,29.1,23,0.3,0,-6,14,26,6,19.9,28.9,34.4,4,7,-11,14,-/- (---),E,13,D,D,3,,412,313,235,418,,,,2b-3e13 3b-2e35 1b-4e12 ss-4e18
SFN,,"Smith,D*",204,15,7,0,13.5,15.5,25.3,0,w,8,20,18,5,29.4,36.4,38.9,1.2,2,8,18,3/- (20-6),D,10,D,C,2,,203,,,,,,510,1b-2e3 rf-5(+2)e10
SFN,,"Devers,R*",607,112,33,9,17.9,28.9,32.3,3.2,6,3,19,33,27,14.5,43.5,34.5,5,8,2,15,3/12 (13-5),E,10,D,D,0,,412,,517,,,,,1b-4e12 3b-5e17
SEA,,"Arozarena,R",613,64,29,3,18.3,30.3,35.3,3.3,7,-6,9,35,14,16.2,39.2,27.7,2.5,5,-7,8,"*2-5,12/- (19-13)",A,13,D,D,1,,,,,,305,,,lf-3(-1)e5
SEA,,"Canzone,D*",243,20,24,11,28.2,42.2,30,0.6,0,-2,16,23,5,31.5,39.5,48.5,3.8,8,-3,16,6/- (15-6),C,11,D,C,1,,,,,,,,403,rf-4(+1)e3
SEA,,"Crawford,J*",570,74,15,17,19.3,37.3,26.1,1,1,-5,12,17,13,27.8,41.8,31.3,0.3,0,-6,14,4/- (18-6),C,12,B,C,1,,,,,314,,,,ss-3e14
SEA,,"Garver,M",254,30,28,15,16.9,33.9,25.9,2.2,4,-8,14,44,11,8,21,14,2,3,-3,17,3/- (20-6),C,9,D,D,2,404,,,,,,,,"c-4(+2)e4,T-6(pb-0)"
SEA,,"Mastrobuoni,M*",152,17,21,3,23.9,26.9,23.9,0,w,-11,9,12,13,23.1,36.2,27.5,1.3,w,-10,7,"*2-7,9/- (15-13)",B,15,B,C,1,,410,318,410,,406,,406,3b-4e10 2b-3e18 rf-4(+2)e6 lf-4e6 1b-4e10
SEA,,"Polanco,J+",471,42,14,5,31.1,37.1,55.4,3.5,7,4,10,10,8,19.9,28.9,39.1,4.5,8,4,10,"*2-5,11,12/- (15-11)",C,12,C,C,1,,,410,511,,,,,2b-4e10 3b-5e11
SEA,,"Raleigh,C+",596,97,39,9,25,37,77.3,16.4,8,-3,5,33,18,14.7,35.7,47,10.1,8*,0,3,"*5,6/- (18-12)",B,10,D,D,1,202,,,,,,,,"c-2(-2)e2,T-4(pb-0)"
SEA,,"Raley,L*",183,19,30,9,0,23,0,0,w*,0,4,40,9,15.5,38.5,22.5,0.8,1,-7,4,"5,6/- (13-6)",D,15,B,C,5,,414,,,,306,406,306,1b-4e14 rf-3(-1)e6 cf-4e6 lf-3e6
SEA,,"Rivas,L+",90,20,12,17,24.3,43.3,29.5,0,w,-7,5,29,36,12.1,50,15.9,1.3,3,-6,1,"*4,5/- (20-13)",B,15,B,D,1,,,308,334,310,,,416,2b-3e8 ss-3e10 rf-4(+2)e16 3b-3e34
SEA,,"Robles,V",106,3,11,0,31.1,37.2,31.1,0,w,-2,21,34,0,16.5,22.5,27.1,0,0,-2,21,"*2-6,11/- (18-15)",B,14,D,C,5,,,,,,,304,204,rf-2(-1)e4 cf-3e4
SEA,,"Rodriguez,J",652,44,28,3,22,29,43.8,5,8,-8,17,17,4,26.4,34.4,43,3.6,6,-13,17,"*2-5,12/- (19-14)",A,17,D,B,1,,,,,,,104,,cf-1(-3)e4
SEA,,"Taveras,L+",171,5,40,0,13.5,13.5,15.1,0,w,6,0,36,0,15.1,15.1,20.5,0.6,0,6,0,"*2-6,12/- (18-15)",B,15,B,D,1,,,,,,,313,313,rf-3(-1)e13 cf-3e13
SEA,,"Williamson,B",277,15,20,8,24.2,33.2,30.6,0,w,2,13,23,1,24.3,26.3,30.9,1,w,2,14,*6/- (19-11),C,13,D,B,1,,,,106,,,,,3b-1e6
SEA,,"Young,C*",223,28,19,14,16.7,32.7,27.6,0,w,-4,11,15,13,13.6,28.6,14.8,0.4,1,-4,12,2/- (20-6),E,12,D,C,1,,,310,,428,,,,2b-3e10 ss-4e28
SEA,,"Naylor,J*",543,48,12,2,28.4,32.4,39.9,2.3,5,-2,23,3,9,30.3,41.3,44,2.4,5,-2,21,*2-5/- (19-13),AA,12,D,C,1,,307,,,,,,,1b-3e7
SEA,,"Suarez,E",588,46,41,14,12,32,42,9,8*,0,12,39,4,17.8,27.8,53.3,10.3,8*,0,15,5/- (16-6),D,10,D,D,1,,430,,417,,,,,3b-4e17 1b-4e30
TBA,,"Aranda,J*",370,41,31,18,24.5,47.4,33.1,2.1,w,3,19,31,7,33.8,45.8,50.3,3,4,4,15,3-6/- (3-1),E,10,D,D,4,,309,,,,,,,1b-3e9
TBA,,"Caminero,J",602,41,11,4,18.8,23.8,40.9,7.2,8,-9,33,19,6,21.8,28.8,49.1,7.2,8,-6,31,*5/- (19-6),C,12,D,C,1,,525,,320,,,,,3b-3e20 1b-5e25
