LG,TM,FIRST,LAST,USE,B/P,C,1B,2B,3B,SS,LF,CF,RF
NL,NYM,Danny,Young,REG,PIT,,,,,,,,
NL,PHI,Alec,Bohm,REG,BAT,,4,,3,,,,
NL,PHI,Nick,Castellanos,REG,BAT,,,,,,,,4(B3)
NL,PHI,Kody,Clemens,REG,BAT,,3,3,3(B4),,5,,
NL,PHI,David,Dahl,ADD,BAT,,,,,,4,,4
NL,PHI,Aramis,Garcia,COMP,BAT,4,,,,,,,
NL,PHI,Bryce,Harper,REG,BAT,,2,,,,,,
NL,PHI,Austin,Hays,COMP,BAT,,,,,,3,,
NL,PHI,Buddy,Kennedy,COMP,BAT,,,4,4,,,,
NL,PHI,Rafael,Marchan,ADD,BAT,3,,,,,,,
NL,PHI,Brandon,Marsh,REG,BAT,,,,,,1(B2),3,3
NL,PHI,J.T.,Realmuto,REG,BAT,2,,,,,,,
NL,PHI,Johan,Rojas,REG,BAT,,,,,,,2,
NL,PHI,Kyle,Schwarber,REG,BAT,,,,,,5,,
NL,PHI,Edmundo,Sosa,REG,BAT,,,3,3,2,,,
NL,PHI,Cal,Stevenson,COMP,BAT,,,,,,3,3,3
NL,PHI,Bryson,Stott,REG,BAT,,,1,,3,,,
NL,PHI,Garrett,Stubbs,REG,BAT,3,,,,,,,
NL,PHI,Trea,Turner,REG,BAT,,,,,3,,,
NL,PHI,Weston,Wilson,REG,BAT,,4,4,4,,4,,4
NL,PHI,Kolby,Allard,ADD,PIT,,,,,,,,
NL,PHI,Jose,Alvarado,REG,PIT,,,,,,,,
NL,PHI,Tanner,Banks,REG,PIT,,,,,,,,
NL,PHI,Seranthony,Dominguez,ADD,PIT,,,,,,,,
NL,PHI,Carlos,Estevez,REG,PIT,,,,,,,,
NL,PHI,Tyler,Gilbert,COMP,PIT,,,,,,,,
NL,PHI,Jeff,Hoffman,REG,PIT,,,,,,,,
NL,PHI,Seth,Johnson,COMP,PIT,,,,,,,,
NL,PHI,Orion,Kerkering,REG,PIT,,,,,,,,
NL,PHI,Max,Lazar,COMP,PIT,,,,,,,,
NL,PHI,Yunior,Marte,REG,PIT,,,,,,,,
NL,PHI,Michael,Mercado,COMP,PIT,,,,,,,,
NL,PHI,Nick,Nelson,COMP,PIT,,,,,,,,
NL,PHI,Aaron,Nola,REG,PIT,,,,,,,,
NL,PHI,Luis F.,Ortiz,COMP,PIT,,,,,,,,
NL,PHI,Tyler,Phillips,ADD,PIT,,,,,,,,
NL,PHI,Ricardo,Pinto,COMP,PIT,,,,,,,,
NL,PHI,Jose,Ruiz,REG,PIT,,,,,,,,
NL,PHI,Cristopher,Sanchez,REG,PIT,,,,,,,,
NL,PHI,Gregory,Soto,ADD,PIT,,,,,,,,
NL,PHI,Matt,Strahm,REG,PIT,,,,,,,,
NL,PHI,Ranger,Suarez,REG,PIT,,,,,,,,
NL,PHI,Spencer,Turnbull,REG,PIT,,,,,,,,
NL,PHI,Taijuan,Walker,REG,PIT,,,,,,,,
NL,PHI,Zack,Wheeler,REG,PIT,,,,,,,,
NL,PIT,Ji-Hwan,Bae,ADD,BAT,,,4,,,,4,4
NL,PIT,Joey,Bart,REG,BAT,3,,,,,,,
NL,PIT,Billy,Cook,ADD,BAT,,4,,,,3,3,3
NL,PIT,Oneil,Cruz,REG,BAT,,,,,4,,4,
NL,PIT,Henry,Davis,ADD,BAT,5,,,,,,,
NL,PIT,Bryan,De La Cruz,REG,BAT,,,,,,4,,4
NL,PIT,Jason,Delay,COMP,BAT,2,,,,,,,
NL,PIT,Nick,Gonzales,REG,BAT,,,4(B3),4,4,,,
NL,PIT,Yasmani,Grandal,REG,BAT,3,4,,,,,,
NL,PIT,Ke'Bryan,Hayes,REG,BAT,,,,1,,,,
NL,PIT,Connor,Joe,REG,BAT,,4(B3),,,,4,,3
NL,PIT,Isiah,Kiner-Falefa,REG,BAT,,,2,2,3,,,
NL,PIT,Grant,Koch,COMP,BAT,4,,,,,,,
NL,PIT,Andrew,McCutchen,REG,BAT,,,,,,,,5
NL,PIT,Billy,McKinney,COMP,BAT,,,,,,3,4,4
NL,PIT,Edward,Olivares,ADD,BAT,,,,,,4(B3),,4(B3)
NL,PIT,Joshua,Palacios,ADD,BAT,,,,,,3,4,3
NL,PIT,Liover,Peguero,COMP,BAT,,,,,4,,,
NL,PIT,Bryan,Reynolds,REG,BAT,,,,,,4(B3),,4
NL,PIT,Jack,Suwinski,REG,BAT,,,,,,4(B3),4,4(B3)
NL,PIT,Michael A.,Taylor,REG,BAT,,,,,,2,1,
NL,PIT,Rowdy,Tellez,REG,BAT,,4(B3),,,,,,
NL,PIT,Jared,Triolo,REG,BAT,,3,2,2,3,,,4
NL,PIT,Alika,Williams,ADD,BAT,,,3,,3,,,
NL,PIT,Nick,Yorke,COMP,BAT,,,4,4,,4,,4
NL,PIT,David,Bednar,REG,PIT,,,,,,,,
NL,PIT,Jalen,Beeks,REG,PIT,,,,,,,,
NL,PIT,Ryan,Borucki,COMP,PIT,,,,,,,,
NL,PIT,Justin,Bruihl,COMP,PIT,,,,,,,,
NL,PIT,Mike,Burrows,COMP,PIT,,,,,,,,
NL,PIT,Aroldis,Chapman,REG,PIT,,,,,,,,
NL,PIT,Roansy,Contreras,COMP,PIT,,,,,,,,
NL,PIT,Bailey,Falter,REG,PIT,,,,,,,,
NL,PIT,Brady,Feigl,COMP,PIT,,,,,,,,
NL,PIT,Josh,Fleming,ADD,PIT,,,,,,,,
NL,PIT,Domingo,German,ADD,PIT,,,,,,,,
NL,PIT,Marco,Gonzales,ADD,PIT,,,,,,,,
NL,PIT,Ben,Heller,COMP,PIT,,,,,,,,
NL,PIT,Jose,Hernandez,COMP,PIT,,,,,,,,
NL,PIT,Colin,Holderman,REG,PIT,,,,,,,,
NL,PIT,Daulton,Jefferies,COMP,PIT,,,,,,,,
NL,PIT,Jared,Jones,REG,PIT,,,,,,,,
NL,PIT,Mitch,Keller,REG,PIT,,,,,,,,
NL,PIT,Isaac,Mattson,COMP,PIT,,,,,,,,
NL,PIT,Carmen,Mlodzinski,REG,PIT,,,,,,,,
NL,PIT,Kyle,Nicolas,REG,PIT,,,,,,,,
NL,PIT,Luis L.,Ortiz,REG,PIT,,,,,,,,
NL,PIT,Quinn,Priester,COMP,PIT,,,,,,,,
NL,PIT,Ryder,Ryan,ADD,PIT,,,,,,,,
NL,PIT,Dennis,Santana,REG,PIT,,,,,,,,
NL,PIT,Paul,Skenes,REG,PIT,,,,,,,,
NL,PIT,Hunter,Stratton,REG,PIT,,,,,,,,
NL,PIT,Joey,Wentz,COMP,PIT,,,,,,,,
NL,PIT,Jake,Woodford,COMP,PIT,,,,,,,,
NL,SDP,Nick,Ahmed,ADD,BAT,,,3,,2,,,
NL,SDP,Luis,Arraez,REG,BAT,,4,4,,,,,
NL,SDP,Jose,Azocar,ADD,BAT,,,,,,2,3,2
NL,SDP,Matthew,Batten,COMP,BAT,,4,,,,,,
NL,SDP,Xander,Bogaerts,REG,BAT,,,3,,4,,,
NL,SDP,Luis,Campusano,REG,BAT,4,5,,,,,,
NL,SDP,Jake,Cronenworth,REG,BAT,,2,2,,,,,
NL,SDP,Elias,Diaz,MIX,BAT,2,,,,,,,
NL,SDP,Kyle,Higashioka,REG,BAT,3,,,,,,,
NL,SDP,Bryce,Johnson,ADD,BAT,,,,,,2,2,2
NL,SDP,Ha-Seong,Kim,REG,BAT,,,,,2,,,
NL,SDP,Brandon,Lockridge,COMP,BAT,,,,,,3,3,3
NL,SDP,Manny,Machado,REG,BAT,,,,2,,,,
NL,SDP,Mason,McCoy,ADD,BAT,,,,,4,,,
NL,SDP,Jackson,Merrill,REG,BAT,,,,,,,2,
NL,SDP,Graham,Pauley,COMP,BAT,,4,,4,,,,
NL,SDP,David,Peralta,REG,BAT,,,,,,4(B3),,4(B3)
NL,SDP,Jurickson,Profar,REG,BAT,,4,,,,4(B3),,
NL,SDP,Eguy,Rosario,ADD,BAT,,,4,4,,,,
NL,SDP,Donovan,Solano,REG,BAT,,4,4,4(B3),,,,
NL,SDP,Brett,Sullivan,COMP,BAT,3,5,,,,,,
NL,SDP,Fernando,Tatis Jr.,REG,BAT,,,,,,,,2
NL,SDP,Tyler,Wade,REG,BAT,,,3,3,4,4,4,4
NL,SDP,Jason,Adam,REG,PIT,,,,,,,,
NL,SDP,Pedro,Avila,COMP,PIT,,,,,,,,
NL,SDP,Jhony,Brito,ADD,PIT,,,,,,,,
NL,SDP,Dylan,Cease,REG,PIT,,,,,,,,
NL,SDP,Tom,Cosgrove,COMP,PIT,,,,,,,,
NL,SDP,Yu,Darvish,REG,PIT,,,,,,,,
NL,SDP,Austin,Davis,COMP,PIT,,,,,,,,
NL,SDP,Enyel,De Los Santos,ADD,PIT,,,,,,,,
NL,SDP,Carl,Edwards Jr.,COMP,PIT,,,,,,,,
NL,SDP,Jeremiah,Estrada,REG,PIT,,,,,,,,
NL,SDP,Logan,Gillaspie,COMP,PIT,,,,,,,,
NL,SDP,Bryan,Hoeing,ADD,PIT,,,,,,,,
NL,SDP,Alek,Jacob,ADD,PIT,,,,,,,,
NL,SDP,Michael,King,REG,PIT,,,,,,,,
NL,SDP,Stephen,Kolek,ADD,PIT,,,,,,,,
NL,SDP,Yuki,Matsui,REG,PIT,,,,,,,,
NL,SDP,Adam,Mazur,ADD,PIT,,,,,,,,
NL,SDP,Adrian,Morejon,REG,PIT,,,,,,,,
NL,SDP,Joe,Musgrove,REG,PIT,,,,,,,,
NL,SDP,Wandy,Peralta,REG,PIT,,,,,,,,
NL,SDP,Martin,Perez,REG,PIT,,,,,,,,
NL,SDP,Sean,Reynolds,COMP,PIT,,,,,,,,
NL,SDP,Tanner,Scott,REG,PIT,,,,,,,,
NL,SDP,Robert,Suarez,REG,PIT,,,,,,,,
NL,SDP,Randy,Vasquez,REG,PIT,,,,,,,,
NL,SDP,Matt,Waldron,REG,PIT,,,,,,,,
NL,SFG,Patrick,Bailey,REG,BAT,1,,,,,,,
NL,SFG,Trenton,Brooks,COMP,BAT,,4,,,,,,
NL,SFG,Mark,Canha,COMP,BAT,,4,,5,,4,,4
NL,SFG,Curt,Casali,REG,BAT,3,,,,,,,
NL,SFG,Matt,Chapman,REG,BAT,,,,1,,,,
NL,SFG,Michael,Conforto,REG,BAT,,,,,,4(B3),,
NL,SFG,Jerar,Encarnacion,ADD,BAT,,5,,,,4,,4
NL,SFG,Thairo,Estrada,REG,BAT,,,2,,,,,
NL,SFG,Tyler,Fitzgerald,REG,BAT,,4,4,,3,4,4,
NL,SFG,Wilmer,Flores,REG,BAT,,3,,4,,,,
NL,SFG,Andrew,Knapp,COMP,BAT,4,,,,,,,
NL,SFG,Jung-Hoo,Lee,ADD,BAT,,,,,,,2,
NL,SFG,Marco,Luciano,ADD,BAT,,,4,,4(B5),,,
NL,SFG,Luis,Matos,ADD,BAT,,,,,,4,4,4
NL,SFG,Grant,McCray,REG,BAT,,,,,,,3,
NL,SFG,Ryan,McKenna,COMP,BAT,,,,,,,,2
NL,SFG,Tom,Murphy,COMP,BAT,4,,,,,,,
NL,SFG,Heliot,Ramos,REG,BAT,,,,,,2,4(B3),3(B2)
NL,SFG,Jakson,Reetz,COMP,BAT,4,,,,,,,
NL,SFG,Blake,Sabol,COMP,BAT,4,,,,,,,
NL,SFG,Casey,Schmitt,REG,BAT,,,3,2,3,,,
NL,SFG,David,Villar,COMP,BAT,,4,,,,,,
NL,SFG,LaMonte,Wade Jr.,REG,BAT,,3(B2),,,,4,,4
NL,SFG,Donovan,Walton,COMP,BAT,,,4,,,,,
NL,SFG,Brett,Wisely,REG,BAT,,4,3,4,3(B2),,3,
NL,SFG,Mike,Yastrzemski,REG,BAT,,,,,,,3,1
NL,SFG,Nick,Avila,COMP,PIT,,,,,,,,
NL,SFG,Tristan,Beck,COMP,PIT,,,,,,,,
NL,SFG,Hayden,Birdsong,REG,PIT,,,,,,,,
NL,SFG,Spencer,Bivens,REG,PIT,,,,,,,,
NL,SFG,Mason,Black,ADD,PIT,,,,,,,,
NL,SFG,Raymond,Burgos,COMP,PIT,,,,,,,,
NL,SFG,Camilo,Doval,REG,PIT,,,,,,,,
NL,SFG,Kyle,Harrison,REG,PIT,,,,,,,,
NL,SFG,Jordan,Hicks,REG,PIT,,,,,,,,
NL,SFG,Sean,Hjelle,REG,PIT,,,,,,,,
NL,SFG,Spencer,Howard,COMP,PIT,,,,,,,,
NL,SFG,Trevor,McDonald,COMP,PIT,,,,,,,,
NL,SFG,Erik,Miller,REG,PIT,,,,,,,,
NL,SFG,Robbie,Ray,ADD,PIT,,,,,,,,
NL,SFG,Randy,Rodriguez,REG,PIT,,,,,,,,
NL,SFG,Taylor,Rogers,REG,PIT,,,,,,,,
NL,SFG,Tyler,Rogers,REG,PIT,,,,,,,,
NL,SFG,Landen,Roupp,REG,PIT,,,,,,,,
NL,SFG,Blake,Snell,REG,PIT,,,,,,,,
NL,SFG,Kai-Wei,Teng,COMP,PIT,,,,,,,,
NL,SFG,Ryan,Walker,REG,PIT,,,,,,,,
NL,SFG,Austin,Warren,COMP,PIT,,,,,,,,
NL,SFG,Logan,Webb,REG,PIT,,,,,,,,
NL,SFG,Keaton,Winn,ADD,PIT,,,,,,,,
NL,STL,Nolan,Arenado,REG,BAT,,,,1,,,,
NL,STL,Luken,Baker,COMP,BAT,,4,,,,,,
NL,STL,Alec,Burleson,REG,BAT,,4,,,,4(B3),,4(B3)
NL,STL,Dylan,Carlson,ADD,BAT,,,,,,3,4(B3),3
NL,STL,Matt,Carpenter,REG,BAT,,5,5,5,,,,
NL,STL,Willson,Contreras,REG,BAT,3,,,,,,,
NL,STL,Brandon,Crawford,REG,BAT,,,,4,4,,,
NL,STL,Brendan,Donovan,REG,BAT,,,3(B2),4,,3(B2),,
NL,STL,Jose,Fermin,ADD,BAT,,,4,4,,5,,
NL,STL,Paul,Goldschmidt,REG,BAT,,2,,,,,,
NL,STL,Nolan,Gorman,REG,BAT,,,4,4,,,,
NL,STL,Ivan,Herrera,REG,BAT,4,,,,,,,
NL,STL,Lars,Nootbaar,REG,BAT,,,,,,2,4,2
NL,STL,Pedro,Pages,REG,BAT,3,5,,,,,,
NL,STL,Tommy,Pham,COMP,BAT,,,,,,4,,4
NL,STL,Thomas,Saggese,ADD,BAT,,,3,4,4,,,
NL,STL,Victor,Scott II,ADD,BAT,,,,,,3,3,3
NL,STL,Michael,Siani,REG,BAT,,,,,,2(B1),1,2(B1)
NL,STL,Jordan,Walker,REG,BAT,,,,,,,,5(B4)
NL,STL,Masyn,Winn,REG,BAT,,,,,1(B2),,,
NL,STL,Erick,Fedde,REG,PIT,,,,,,,,
NL,STL,Ryan,Fernandez,REG,PIT,,,,,,,,
NL,STL,Giovanny,Gallegos,ADD,PIT,,,,,,,,
NL,STL,Kyle,Gibson,REG,PIT,,,,,,,,
NL,STL,Gordon,Graceffo,COMP,PIT,,,,,,,,
NL,STL,Sonny,Gray,REG,PIT,,,,,,,,
NL,STL,Ryan,Helsley,REG,PIT,,,,,,,,
NL,STL,John,King,REG,PIT,,,,,,,,
NL,STL,Andrew,Kittredge,REG,PIT,,,,,,,,
NL,STL,Adam,Kloffenstein,COMP,PIT,,,,,,,,
NL,STL,Kyle,Leahy,REG,PIT,,,,,,,,
NL,STL,Matthew,Liberatore,REG,PIT,,,,,,,,
NL,STL,Ryan,Loutos,COMP,PIT,,,,,,,,
NL,STL,Lance,Lynn,REG,PIT,,,,,,,,
NL,STL,Steven,Matz,ADD,PIT,,,,,,,,
NL,STL,Michael,McGreevy,ADD,PIT,,,,,,,,
NL,STL,Miles,Mikolas,REG,PIT,,,,,,,,
NL,STL,Riley,O'Brien,COMP,PIT,,,,,,,,
NL,STL,Andre,Pallante,REG,PIT,,,,,,,,
NL,STL,Nick,Robertson,COMP,PIT,,,,,,,,
NL,STL,JoJo,Romero,REG,PIT,,,,,,,,
NL,STL,Chris,Roycroft,ADD,PIT,,,,,,,,
NL,STL,Zack,Thompson,COMP,PIT,,,,,,,,
NL,WSN,CJ,Abrams,REG,BAT,,,,,3,,,
NL,WSN,Riley,Adams,REG,BAT,4,,,,,,,
NL,WSN,Darren,Baker,COMP,BAT,,,4,,,4,,
NL,WSN,Travis,Blankenhorn,COMP,BAT,,,,,,,,4
NL,WSN,Alex,Call,ADD,BAT,,,,,,3,3,3
NL,WSN,Andres,Chaparro,ADD,BAT,,4,,,,,,
NL,WSN,Dylan,Crews,REG,BAT,,,,,,,3,2
NL,WSN,Joey,Gallo,REG,BAT,,2,,,,3,,3
NL,WSN,Luis,Garcia Jr.,REG,BAT,,,3,,,,,
NL,WSN,Stone,Garrett,COMP,BAT,,,,,,,,
NL,WSN,Trey,Lipscomb,REG,BAT,,4,4,2,,,,
NL,WSN,Joey,Meneses,REG,BAT,,4(B3),,,,,,
NL,WSN,Drew,Millas,ADD,BAT,3,,,,,,,
NL,WSN,Nasim,Nunez,REG,BAT,,,4,,3,,,
NL,WSN,Harold,Ramirez,COMP,BAT,,,,,,,,
NL,WSN,Victor,Robles,COMP,BAT,,,,,,,2,2
NL,WSN,Keibert,Ruiz,REG,BAT,4,,,,,,,
NL,WSN,Nick,Senzel,ADD,BAT,,,,4,,,,
NL,WSN,Jose,Tena,COMP,BAT,,,4,4(B5),,,,
NL,WSN,Lane,Thomas,MIX,BAT,,,,,,,3,3
NL,WSN,Ildemaro,Vargas,REG,BAT,,4,3(B2),2,4,5,,
NL,WSN,James,Wood,REG,BAT,,,,,,4,,
NL,WSN,Juan,Yepez,REG,BAT,,4,,,,,,
NL,WSN,Jacob,Young,REG,BAT,,,,,,,1(B2),
NL,WSN,Joan,Adon,COMP,PIT,,,,,,,,
NL,WSN,Jacob,Barnes,REG,PIT,,,,,,,,
NL,WSN,Matt,Barnes,COMP,PIT,,,,,,,,
NL,WSN,Zach,Brzykcy,COMP,PIT,,,,,,,,
NL,WSN,Patrick,Corbin,REG,PIT,,,,,,,,
NL,WSN,Jose A.,Ferrer,REG,PIT,,,,,,,,
NL,WSN,Kyle,Finnegan,REG,PIT,,,,,,,,
NL,WSN,Robert,Garcia,REG,PIT,,,,,,,,
NL,WSN,MacKenzie,Gore,REG,PIT,,,,,,,,
NL,WSN,Josiah,Gray,COMP,PIT,,,,,,,,
NL,WSN,Hunter,Harvey,ADD,PIT,,,,,,,,
NL,WSN,DJ,Herz,REG,PIT,,,,,,,,
NL,WSN,Jake,Irvin,REG,PIT,,,,,,,,
NL,WSN,Joe,La Sorsa,COMP,PIT,,,,,,,,
NL,WSN,Derek,Law,REG,PIT,,,,,,,,
NL,WSN,Mitchell,Parker,REG,PIT,,,,,,,,
NL,WSN,Tanner,Rainey,REG,PIT,,,,,,,,
NL,WSN,Orlando,Ribalta,COMP,PIT,,,,,,,,
NL,WSN,Jackson,Rutledge,COMP,PIT,,,,,,,,
NL,WSN,Eduardo,Salazar,REG,PIT,,,,,,,,
NL,WSN,Jordan,Weems,REG,PIT,,,,,,,,
NL,WSN,Trevor,Williams,REG,PIT,,,,,,,,

NL,WSN,Amos,Willingham,COMP,PIT,,,,,,,,
