TM,Location,HITTERS,AB,SO vlhp,BB v lhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,CL v lhp,DP v lhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,CL v rhp,DP v rhp,STEALING,STL,SPD,B,H,INJ,CA,1B,2B,3B,SS,LF,CF,RF,FIELDING
PIN,,"Moran,C*",502,27,5,21.5,28.5,31.1,0.3,1,-11,31,26,10,23.6,35.7,38.8,3.6,7,-13,22,6/- (3-1),E,9,D,D,2,,417,,439,,,,,1b-4e17 3b-4e39
PIN,,"Murphy,J",161,34,4,25.5,30.5,28,0.2,1,-4,16,56,5,7.1,13.1,15.9,1.6,w,0,14,-/- (---),E,10,C,B,2,209,,,,,,,,"c-2(0)e9,T-10(pb-0)"
PIN,,"Newman,K",443,0,15,24.5,41.5,37.3,3.8,w,+3,1,4,2,22.6,26.6,35.7,3,w,+4,2,*4-6/12 (15-9),C,13,D,C,2,,,326,,338,,,,ss-3e38 2b-3e26
PIN,,"Oliva,J",42,78,4,5.7,9.6,6.5,0,w,-3,0,33,1,18.7,19.7,18.7,0,w,-9,0,*4/- (20-11),C,16,D,D,1,,,,,,301,301,,lf-3(-1)e1 cf-3e1
PIN,,"Osuna,J",213,9,9,21.1,31.1,35.3,1.8,4,+8,9,22,3,13.8,17.8,29.8,3.3,6,+8,10,"2-5,12/7,8 (13-4)",E,11,D,C,1,,416,,408,,510,,510,rf-5(0)e10 1b-4e16 lf-5e10 3b-4e8
PIN,,"Polanco,G*",437,44,12,11.9,24.8,20.3,1.6,3,-5,2,45,7,10,18,24.4,3.2,6,0,2,"*2-5,12/- (16-12)",B,13,D,D,2,,,,,,,,409,rf-4(0)e9
PIN,,"Reynolds,B+",517,32,13,12.6,27.5,31.2,3.2,w,0,6,28,10,16.5,28.4,26.3,1.8,4,-2,6,"4,5/- (13-6)",D,14,D,C,1,,,,,,206,306,,lf-2(0)e6 cf-3e6
PIN,,"Riddle,J*",184,19,0,2.3,2.3,4.5,0,w*,0,0,17,0,16,16,26.6,2.3,4,-9,0,3/- (20-6),D,13,D,D,2,,425,441,447,468,404,404,404,3b-4e47 ss-4e68 rf-4(+1)e4 lf-4e4 cf-4e4 2b-4e41 1b-4e25
PIN,,"Stallings,J",354,23,16,24.7,42.7,39.4,1.2,3,+2,11,27,8,20.3,30.3,30.8,1.5,2,+2,12,-/- (---),E,9,C,C,2,212,,,,,,,,"c-2(-1)e12,T-6(pb-2)"
PIN,,"Tucker,C+",300,23,9,19.9,29.9,26.6,0.8,2,-3,19,31,0,18.5,19.5,35.4,3.5,w,-3,22,"*4,5/- (17-11)",C,15,D,D,2,,,428,,,,408,308,cf-4(0)e8 rf-3e8 2b-4e28
SDN,,"Allen,G+",78,53,0,0,8,0,0,w*,0,0,27,4,22.4,34.3,35.8,3.3,w,-8,0,*6/- (20-13),B,16,D,D,1,,,,,,204,204,204,lf-2(-2)e4 cf-2e4 rf-2e4
SDN,,"Castro,J*",223,60,16,9,27.1,18.5,1.5,1,+7,12,45,17,11.8,30.8,29,2.8,3*,0,21,-/- (---),E,9,D,D,2,301,,,,,,,,"c-3(-1)e1,T-8(pb-0)"
SDN,,"Cronenworth,J*",475,18,9,25.5,36.5,33.5,0.2,0,-10,16,11,9,31.2,42.2,52.3,1.8,2,-10,16,"*2-5,11,12/- (15-11)",B,15,D,B,1,,320,210,408,330,,,,2b-2e10 1b-3e20 ss-3e30 3b-4e8
SDN,,"Garcia,G*",169,38,18,4.3,25.2,4.5,0,w,+5,0,27,15,16.6,34.6,20.2,0,w,+5,0,2/- (20-6),E,12,A,B,1,,,424,411,,,,,2b-4e24 3b-4e11
SDN,,"Grisham,T*",609,33,12,24.1,38.2,38.8,2.8,5,-13,0,26,17,18.8,37.8,36.9,3.5,7,-7,0,*7/- (19-11),A,14,A,D,1,,,,,,,206,,cf-2(-1)e6
SDN,,"Hosmer,E*",396,13,5,17.2,24.2,26,1.5,2,-8,15,24,7,32.3,41.3,51,5,8,-13,16,3/- (20-6),C,12,D,C,2,,311,,,,,,,1b-3e11
SDN,,"Machado,M",628,9,12,28.9,41.8,53.7,8,8,-1,25,13,8,25.1,34.1,44.9,4.4,8,-1,27,"*2-5,11,12/- (15-11)",C,13,D,C,0,,,,106,,,,,3b-1e6
SDN,,"Mateo,J",73,53,0,13.6,13.6,31.8,3.3,w,+4,28,44,0,8.1,8.1,21.5,2.7,w*,0,31,*5/- (20-13),B,17,B,D,2,,,410,,,404,404,404,lf-4(+2)e4 2b-4e10 cf-4e4 rf-4e4
SDN,,"Mejia,F+",108,13,0,9.9,15.9,22,1.9,w,0,21,30,0,9.7,15.7,16.7,2.3,3,-5,21,-/- (---),E,11,D,C,4,410,,,,,,,,"c-4(-1)e10,T-20(pb-3)"
SDN,,"Moreland,M*",376,39,3,21.4,26.4,29,1.8,3,-5,0,22,10,21.4,33.3,47.6,7.3,8,-5,0,-/- (---),E,9,D,C,1,,309,,,,,,,1b-3e9
SDN,,"Myers,W",545,33,13,24.6,39.7,56.1,8,8,-6,0,37,8,20.4,30.4,41.8,4.2,8,-6,0,"*4,6/- (17-11)",B,14,D,D,1,,303,,,,,,310,rf-3(+1)e10 1b-3e3
SDN,,"Nola,A",456,14,10,13.1,26.1,22.6,1.4,1,-5,14,19,10,27.9,40.9,40.2,2.3,4,-12,14,-/- (---),E,12,D,D,2,305,303,,406,,,,,"c-3(0)e5,T-5(pb-4) 1b-3e3 3b-4e6"
SDN,,"Pham,T",300,19,26,27,55,38,2.5,4,-9,9,23,16,15.5,33.5,19.3,1.3,1,-10,13,*7/- (19-12),A,15,D,C,3,,,,,,309,,,lf-3(0)e9
SDN,,"Profar,J+",497,8,7,28.1,39.1,33.4,1.5,2,-4,1,7,9,18.9,31.9,27.3,1.8,3,-4,1,"*4,5/- (18-11)",B,14,D,B,1,,404,410,,,305,405,405,lf-3(0)e5 2b-4e10 rf-4e5 cf-4e5 1b-4e4
SDN,,"Tatis Jr,F",632,31,18,20,42,39,3.8,6,+6,15,29,9,21.3,34.3,48.9,6.8,8,+6,17,"*2-5,12/- (19-13)",A,17,D,B,1,,,,,108,,,,ss-1e8
SEA,,"Bishop,B",85,39,4,19.3,28.3,34.7,2.3,w,+4,0,26,6,7.9,18.9,15,2.3,w,+4,0,*4/- (20-6),C,15,C,D,1,,,,,,206,206,206,rf-2(-1)e6 cf-2e6 lf-2e6
SEA,,"Crawford,J*",565,18,20,12.6,34.7,18.9,1.8,w,+6,11,16,12,23.9,37.9,32.3,0.5,0,+6,13,"*5,6/- (16-11)",B,13,D,B,1,,,,,110,,,,ss-1e10
SEA,,"Ervin,P",214,18,20,7.2,30.2,21.1,3.6,w,+4,16,31,15,13.3,31.3,30.7,3.1,w*,0,17,"*2-6,11,12/- (15-12)",C,14,D,D,1,,,,,,304,404,304,rf-3(-1)e4 lf-3e4 cf-4e4
SEA,,"Fraley,J*",74,56,0,4.3,10.4,13.6,2.5,w*,0,0,33,4,17.8,27.8,37.9,2.8,w,-3,0,*2-12/- (15-13),B,15,D,D,1,,,,,,308,,308,rf-3(0)e8 lf-3e8
SEA,,"France,T",389,26,3,13.2,22.2,27,2.3,3,+10,17,21,9,30.5,45.5,40.5,1.6,2,+9,15,-/- (---),E,11,D,C,1,,406,417,427,,,,,2b-4e17 3b-4e27 1b-4e6
SEA,,"Haggerty,S+",136,36,12,22.1,36.1,36.9,1.2,1,0,0,38,7,15.6,24.5,25.9,1.4,w,0,0,"*5,6/- (19-13)",B,16,D,D,2,,,,437,,304,,304,lf-3(+2)e4 3b-4e37 rf-3e4
SEA,,"Hudson,J",49,39,11,12.2,23.2,14.4,0.8,0,-8,0,39,11,8.1,19,19.6,3.8,w,-2,0,-/- (---),E,8,C,D,2,406,,,,,,,,"c-4(+2)e6,T-11(pb-6)"
SEA,,"Lewis,K",591,38,18,15.5,34.5,25.8,3.4,6,-9,13,40,14,20.4,35.3,29.4,3,4,-13,19,3/- (18-6),C,13,D,D,1,,,,,,,306,,cf-3(-2)e6
SEA,,"Long,S*",325,45,8,6.6,15.6,19.4,3.4,w*,0,4,30,8,15.4,24.4,27.2,1.9,2,+10,4,"*4,5/- (18-11)",B,14,D,C,2,,,405,,,506,,,2b-4e5 lf-5(+1)e6
SEA,,"Lopes,T",389,22,5,20.1,27.1,28.8,0.8,1,+4,8,20,3,20.7,25.7,29.6,0,w,+4,9,"*4,6/- (19-13)",B,14,D,C,1,,,,465,,504,,504,lf-5(0)e4 rf-5e4 3b-4e65
SEA,,"Marmolejos,J*",299,33,5,17.1,24.1,23.4,1.8,3,-11,15,31,3,22.3,27.3,34.6,2.8,5,-12,17,"5,6/- (3-1)",E,10,D,C,1,,412,,,,411,,411,lf-4(0)e11 1b-4e12 rf-4e11
SEA,,"Moore,D",393,23,5,14.6,26.6,28.4,1.3,2,-1,20,34,11,15.2,33.2,23.7,2.3,3,-8,17,"*2-6,11/- (17-15)",A,15,D,B,2,,410,334,459,484,306,406,306,rf-3(-1)e6 2b-3e34 lf-3e6 1b-4e10 ss-4e84 3b-4e59 cf-4e6
SEA,,"Odom,J",112,72,13,2.2,17.1,8.6,2.2,w*,0,15,54,3,8.2,13.2,14.8,1.6,w,+6,17,-/- (---),E,8,B,D,2,404,,,,,,,,"c-4(+2)e4,T-5(pb-5)"
SEA,,"Seager,K*",588,16,9,16.9,29.9,32.3,3.8,6,0,14,9,12,18.3,34.3,30.7,2.5,5,0,13,5/- (16-6),C,12,D,C,0,,,,212,,,,,3b-2e12
SEA,,"Smith,M*",120,34,5,18.7,25.7,26.4,0.8,w,+6,18,26,4,12.3,18.3,22.7,1.8,w,+6,20,"*2-5,11,12/- (19-15)",B,16,D,D,1,,,,,,,412,412,rf-4(+1)e12 cf-4e12
SEA,,"Strange-Gordon,D*",214,14,0,13.2,17.2,18.4,0,w,-1,10,8,1,28.6,33.5,31.4,0,w,-1,9,"*2-6,12/- (17-13)",B,16,B,C,1,,,234,,344,410,,,2b-2e34 lf-4(0)e10 ss-3e44
SEA,,"Torrens,L",197,19,7,19,27,25.1,0.4,0,-10,10,14,10,21.1,32.1,31.4,2,w,-10,10,-/- (---),E,10,D,C,2,401,,,,,,,,"c-4(+1)e1,T-6(pb-14)"
SEA,,"White,E",511,44,11,8.1,21,14.4,1.4,2,+8,10,51,9,10.1,21,21.5,3,4,+8,13,7/- (13-6),D,14,D,C,1,,103,,,,,,,1b-1e3
SFN,,"Bart,J",284,45,0,18.4,23.4,28.1,0.6,1,-7,6,40,0,22.9,27.9,30.3,0.6,1,-7,6,7/- (13-6),D,10,D,C,2,406,,,,,,,,"c-4(+1)e6,T-5(pb-2)"
SFN,,"Belt,B*",420,32,23,7.8,31.9,15.3,1.5,1,-2,17,21,20,25.5,46.5,48,4.4,7,-10,24,2/- (20-6),E,10,D,D,2,,108,,,,,,,1b-1e8
SFN,,"Crawford,B*",482,16,8,25.9,36.8,38.9,2.8,w,-10,11,29,5,22.5,30.5,37.2,2.8,3,-10,12,"4,6/11 (13-6)",D,11,D,D,1,,,,,227,,,,ss-2e27
SFN,,"Dickerson,A*",423,28,3,21.3,27.3,34.2,2.4,3,-11,24,17,8,24.7,35.7,43.3,3,4,-11,21,-/- (---),E,12,D,D,1,,,,,,405,,405,lf-4(+1)e5 rf-4e5
SFN,,"Dubon,M",455,15,5,30.2,36.2,35.5,1.8,2,-16,20,16,5,24.4,30.4,29.3,0.8,0,-16,20,*3-6/12 (15-10),B,14,D,D,1,,,224,,429,,305,,cf-3(0)e5 2b-2e24 ss-4e29
SFN,,"Duggar,S*",92,45,6,5.3,13.3,13.3,2.2,w,+3,20,39,2,16.1,20.1,29.8,2.3,w,+3,24,*4/- (20-6),C,15,D,D,1,,,,,,205,305,205,rf-2(0)e5 lf-2e5 cf-3e5
SFN,,"Flores,W",545,17,1,23,26,48.5,6.2,8,-8,20,3,5,26.5,33.5,39.7,1.8,2,-14,19,2/- (20-6),E,10,D,B,1,,414,418,465,,,,,2b-4e18 1b-4e14 3b-4e65
SFN,,"Heineman,T+",123,9,9,12.9,26.9,23.6,3.5,w,-7,0,10,5,16.7,26.7,27.1,3.1,w,-9,0,3/- (20-6),D,11,A,B,2,416,,,,,,,,"c-4(0)e16,T-17(pb-0)"
SFN,,"Longoria,E",538,10,4,27.1,33.1,41.7,3.4,6,0,31,19,3,20.6,25.6,33.4,1.6,2,0,33,4/- (13-6),E,12,D,C,2,,,,206,,,,,3b-2e6
SFN,,"Pence,H",145,28,4,9.8,16.8,26.1,3.4,7,0,30,31,6,7.1,16.1,18.8,3.5,w*,0,31,2/- (20-6),E,14,D,D,1,,,,,,402,,402,rf-4(+2)e2 lf-4e2
SFN,,"Robertson,D",58,18,11,30.4,44.4,40.5,3.3,w,-4,0,34,17,19.7,39.7,30.5,3.1,w,-4,0,-/- (---),E,12,D,D,1,,,218,210,329,416,,,ss-3e29 2b-2e18 3b-2e10 lf-4(0)e16
SFN,,"Ruf,D",246,28,10,18,30,34.5,3,6,+6,6,32,16,20,38,28.4,1.8,2,+5,6,2/- (20-6),E,9,D,D,1,,410,,,,511,,511,lf-5(+2)e11 rf-5e11 1b-4e10
SFN,,"Slater,A",250,11,23,20.8,47.8,35.5,4.3,8,-10,10,43,12,17.6,33.7,23.1,0.8,1,-11,13,"*4,6/- (19-13)",A,14,D,D,2,,,,,,306,,306,rf-3(+3)e6 lf-3e6
SFN,,"Smoak,J+",321,14,11,12.6,26.6,27.4,3.3,w,+2,22,44,14,11.3,28.3,27.8,4.1,6*,0,16,-/- (---),E,8,D,D,1,,317,,,,,,,1b-3e17
SFN,,"Solano,D",528,6,5,33.3,40.3,47.4,3.2,w,+6,6,19,2,30.5,34.5,48.2,2.3,w,+6,8,-/- (---),E,12,D,C,1,,,428,465,419,,,,2b-4e28 3b-4e65 ss-4e19
SFN,,"Tromp,C",167,29,0,23.3,24.3,34.9,2.8,5,-11,31,38,2,6.5,9.5,14.1,2.4,4,-2,32,-/- (---),E,10,D,D,3,406,,,,,,,,"c-4(0)e6,T-1(pb-6)"
SFN,,"Yastrzemski,M*",548,25,15,24.3,41.3,47.3,3.8,7,-1,5,33,12,21.9,35.9,39.8,2.8,3,-1,5,"5,6/- (13-6)",C,14,D,B,1,,,,,,203,303,103,rf-1(-2)e3 cf-3e3 lf-2e3
SLN,,"Bader,H",320,26,2,25.5,33.5,58.7,5.2,8,-4,15,44,16,12.5,34.5,21.5,1.5,2,-5,6,"*5,6/- (17-12)",B,16,D,D,1,,,,,,,108,,cf-1(0)e8
SLN,,"Carlson,D+",323,33,14,14.5,29.4,34.3,4,w,-1,18,29,6,17.9,25,29.8,1.5,3,-8,20,*3-6/- (15-11),C,14,D,D,1,,,,,,203,303,203,cf-3(0)e3 rf-2e3 lf-2e3
SLN,,"Carpenter,M*",417,28,22,10.2,37.2,19.4,1,2,+6,0,34,18,10.1,33,19.5,2.2,4,+6,1,2/- (20-6),E,10,D,D,1,,418,,318,,,,,3b-3e18 1b-4e18
SLN,,"Dejong,P",456,37,19,6.4,28.4,15.8,2.8,w,+10,15,26,10,22.8,35.8,34,2,4,+11,16,6/- (13-6),D,12,D,D,2,,,,,214,,,,ss-2e14
SLN,,"Edman,T+",614,12,0,31.4,34.3,49.4,1.3,3,+7,19,17,6,21,29.9,36,3.3,w,+7,18,"*2-5,12/- (16-11)",B,16,D,B,1,,,325,225,428,410,,410,3b-2e25 ss-4e28 rf-4(+1)e10 2b-3e25 lf-4e10
SLN,,"Fowler,D+",263,30,12,5.7,19.7,7.9,0.8,1,+5,16,30,14,19.6,35.6,33.7,3.5,6,+5,15,*2-5/- (15-11),C,13,D,D,2,,,,,,,,306,rf-3(+1)e6
SLN,,"Goldschmidt,P",576,17,33,18,53,39.1,5.2,8,-6,6,18,19,25.9,46.8,39.1,2.3,4,-9,9,3/- (16-6),D,13,D,C,0,,103,,,,,,,1b-1e3
SLN,,"Knizner,A",47,32,0,19.6,24.6,37.7,3.5,w,+4,30,17,0,24.1,29.1,27.6,0.6,1,+4,32,-/- (---),E,10,D,D,2,416,,,,,,,,"c-4(0)e16,T-20(pb-9)"
SLN,,"Miller,B*",437,37,13,13.9,28.8,27.5,3.8,8,-1,8,30,17,17.4,36.3,34.3,3.5,7,-1,7,6/- (13-6),D,12,D,D,2,,,432,465,488,,,,3b-4e65 ss-4e88 2b-4e32
SLN,,"Molina,Y",429,8,9,16.3,29.3,32.7,3.2,7,0,29,3,0,25.1,29.1,29.9,1,1,0,32,2/- (20-6),D,8,D,B,2,213,430,,,,,,,"c-2(-4)e13,T-20(pb-3) 1b-4e30"
SLN,,"O'Neill,T",423,37,12,9.6,23.6,18.6,2,4,-3,16,38,9,9.9,21,27,4.6,8,0,15,*6/- (17-6),C,15,D,D,1,,,,,,205,,,lf-2(-1)e5
SLN,,"Ravelo,R",109,9,19,14.8,35.8,26.5,2,4,-5,0,16,3,21.3,26.3,24.8,0.3,0,-6,0,-/- (---),E,10,D,C,3,,410,,,,509,,509,rf-5(+1)e9 1b-4e10 lf-5e9
SLN,,"Schrock,M*",48,0,0,16.4,16.4,18.4,0.3,0,-9,0,25,0,22,22,27.1,0.6,0,-9,0,3/- (20-6),D,13,D,D,1,,,430,417,,,,,2b-4e30 3b-4e17
SLN,,"Thomas,L",108,42,4,10.6,16.6,14.5,1.1,2,-7,21,36,13,8.1,23.1,19.5,2.2,4*,0,18,*2-6/- (15-12),D,14,D,D,2,,,,,,,414,314,rf-3(0)e14 cf-4e14
SLN,,"Wieters,M+",110,19,2,9.8,17.8,13,1,2,0,19,28,6,14.3,26.3,19.3,1,1,0,18,-/- (---),E,8,C,C,3,403,,,,,,,,"c-4(0)e3,T-7(pb-7)"
SLN,,"Wong,K*",539,3,3,26.6,34.6,33.3,2,w,+12,1,10,10,21.2,36.2,33.9,2.5,w,+11,0,"*5,6/- (17-11)",B,15,B,C,1,,,106,,,,,,2b-1e6
TBA,,"Adames,W",510,42,13,19.4,33.4,32.7,1,1,-5,14,43,14,21.6,36.6,36,1.5,2,-9,10,5/- (15-6),C,15,D,C,1,,,,,128,,,,ss-1e28
TBA,,"Arozarena,R",185,14,6,28.7,43.7,63.1,10.8,8,-9,18,36,10,16.1,35.1,29.5,2.8,4,-6,16,"*2-5,12/- (19-13)",B,17,D,C,1,,,,,,301,401,301,lf-3(-2)e1 cf-4e1 rf-3e1
TBA,,"Brosseau,M",245,27,1,28.9,34.8,58,6.2,8,-9,8,36,13,19,37,21.9,0,0,-11,6,6/- (15-6),C,14,D,D,1,,325,304,337,,414,,414,3b-3e37 1b-3e25 2b-3e4 lf-4(+2)e14 rf-4e14
TBA,,"Choi,J*",345,48,8,4.5,13.5,13.5,3,4*,0,4,28,16,20.3,37.3,36.3,1.8,2,+1,3,2/- (20-6),E,10,D,D,2,,215,,,,,,,1b-2e15
TBA,,"Diaz,Y",327,16,27,22,51,26,0.8,1,-5,17,5,17,26.3,45.3,30.3,1.2,1,-5,25,2/- (20-6),E,11,D,C,2,,409,,408,,,,,3b-4e8 1b-4e9
TBA,,"Kiermaier,K*",392,33,4,23.5,29.5,29,0.2,0,-2,10,29,10,18.3,30.3,29,1.3,2,-2,9,"*5,6/- (19-13)",A,17,D,B,1,,,,,,,105,,cf-1(-5)e5
TBA,,"Lowe,B*",553,39,6,22,31,58.3,10.8,8,-1,6,31,12,19.9,35,37.3,3.3,5,-1,5,3/- (20-6),C,14,D,D,1,,425,208,,,402,,402,2b-2e8 rf-4(+1)e2 lf-4e2 1b-4e25
TBA,,"Lowe,N*",186,68,11,13.4,25.4,14.4,0.3,0,-10,7,34,8,22.8,31.8,34.9,3.5,5,-10,23,2/- (20-6),E,11,D,D,1,,406,,532,,,,,1b-4e6 3b-5e32
TBA,,"Margot,M",402,12,12,21.9,34.8,29.9,0.8,0,-5,0,13,8,22.9,31.9,31.3,0.2,0,-5,0,*3-6/- (18-13),A,16,A,C,1,,,,,,208,208,208,cf-2(-2)e8 rf-2e8 lf-2e8
TBA,,"Meadows,A*",376,45,7,12.2,21.1,25.5,2.6,3,+9,0,32,12,16.9,30.9,34.4,3.2,5,+8,0,"*4,6/- (17-11)",B,13,D,D,3,,,,,,303,,303,lf-3(0)e3 rf-3e3
TBA,,"Perez,M*",235,29,14,14.8,30.8,19.8,0.8,1,+7,21,36,5,11.9,18.9,18.7,1,1,+8,24,-/- (---),E,9,D,C,2,301,425,,,,,,,"c-3(-1)e1,T-6(pb-0) 1b-4e25"
TBA,,"Phillips,B*",143,39,15,3.7,20.6,10.3,1.8,3*,0,0,44,16,12.1,30,31.2,2.7,5,-2,0,*4-6/- (19-15),A,16,D,D,2,,,,,,203,203,203,rf-2(-4)e3 cf-2e3 lf-2e3
TBA,,"Renfroe,H",348,30,18,9.8,29.8,39,9.8,8*,0,15,39,6,9.1,17.1,26.3,4,7*,0,20,3/- (20-6),D,13,D,D,1,,425,,,,,,215,rf-2(-3)e15 1b-4e25
TBA,,"Smith,K",93,36,20,16.3,40.3,32,4,8,+1,14,10,5,22.5,31.5,41.3,3.4,w,+1,22,-/- (---),E,9,D,D,2,403,,,,,,,,"c-4(+3)e3,T-3(pb-3)"
TBA,,"Tsutsugo,Y*",446,38,15,16.9,32.9,30.5,3.8,7,-2,16,28,17,14.3,32.3,28.9,4.1,6,-2,18,-/- (---),E,11,D,D,1,,,,465,,402,,,lf-4(0)e2 3b-4e65
TBA,,"Wendle,J*",471,16,9,23.3,37.3,30,0,w,-8,1,17,0,27.3,32.3,42.7,1.6,3,-8,1,"*5,6/- (19-13)",A,15,D,B,1,,,205,235,418,,,,3b-2e35 2b-2e5 ss-4e18
TBA,,"Zunino,M",210,60,11,2.5,18.5,10.1,2.5,4*,0,0,59,6,7.3,18.4,22.9,4.2,7*,0,0,-/- (---),E,10,D,D,3,106,,,,,,,,"c-1(-2)e6,T-1(pb-10)"
TEA,,"Andrus,E",286,10,4,18.6,23.6,29,1,1,-8,32,6,7,17.7,25.7,23.1,0.5,0,-8,31,"*2-5,11,12/- (17-13)",B,15,D,C,2,,,,,317,,,,ss-3e17
TEA,,"Apostel,S",55,47,10,5.2,15.2,18.4,4,w*,0,0,51,2,4.9,6.9,15.1,3.4,w,0,0,-/- (---),E,11,D,C,1,,430,,465,,,,,1b-4e30 3b-4e65
TEA,,"Calhoun,W*",274,6,5,11.7,18.7,25.3,2,4,+8,6,11,4,17.7,23.7,26.8,1.6,3,+8,6,-/- (---),E,10,D,C,2,,,,,,502,,,lf-5(+3)e2
TEA,,"Choo,S*",304,29,3,13.9,20.9,19.9,1.3,1,+8,5,35,16,16.6,36.6,27.9,2.8,5,+7,4,"*5,6/- (18-12)",B,13,C,C,2,,,,,,409,,409,lf-4(+1)e9 rf-4e9
TEA,,"Dietrich,D*",179,26,8,15.5,34.5,31.8,4.3,8,-7,28,31,9,11.8,31.9,26,3.8,7,-4,30,"4,6/- (13-6)",D,12,D,D,1,,430,404,416,,,,,1b-4e30 2b-4e4 3b-4e16
TEA,,"Gallo,J*",531,65,11,10.1,24.1,33.1,6.6,8*,0,0,50,21,9.9,34,31.3,5.8,8*,0,0,6/- (16-6),C,14,B,D,1,,,,,,,,104,rf-1(-4)e4
TEA,,"Guzman,R*",216,31,3,11.8,17.8,32.4,3,w*,0,0,34,12,21.5,36.5,32.6,3.5,6,-11,0,2/- (20-6),E,11,D,D,1,,207,,,,,,,1b-2e7
TEA,,"Heineman,S",141,24,0,11.3,13.3,18.8,1.9,4,+6,18,27,5,11.6,18.5,16.6,0.3,0,+6,16,*2-5/- (19-13),B,14,D,C,1,,412,,,,312,312,312,cf-3(0)e12 lf-3e12 1b-4e12 rf-3e12
TEA,,"Huff,S",86,41,0,18.5,20.5,55,9,8*,0,0,47,4,22,28,39,3.8,7,-8,0,3/- (20-6),D,10,D,D,2,416,,,,,,,,"c-4(0)e16,T-20(pb-9)"
TEA,,"Kiner-Falefa,I",578,4,11,34.8,48.8,52.4,2.4,w,-14,18,12,3,23.7,29.7,34.5,2.8,w,-15,21,"*2-6,9/- (15-12)",B,15,D,B,1,,,,119,308,,,,3b-1e19 ss-3e8
TEA,,"Mathis,J",171,56,12,3,14.9,3,0,w*,0,0,51,7,11.4,18.4,15,0.4,1,-4,0,2/- (20-6),E,9,D,D,2,202,,,,,,,,"c-2(-2)e2,T-20(pb-4)"
TEA,,"Odor,R*",381,37,5,7.7,15.7,19.1,2.6,5*,0,12,42,2,12.3,17.3,34.1,6.4,8*,0,12,"*2-6,11,12/8 (15-7)",C,13,B,C,2,,,418,,,,,,2b-4e18
TEA,,"Refsnyder,R",84,31,12,18.1,35.2,30.4,2.3,w,-6,0,47,2,12.9,19.9,21,2.3,w,-6,0,-/- (---),E,13,D,D,1,,425,,,,408,,408,1b-4e25 lf-4(+1)e8 rf-4e8
TEA,,"Santana,D+",159,64,0,7.8,8.8,22.8,3.4,6*,0,16,41,9,12.1,22.1,22.6,0.4,1,+6,17,"*4,6/- (19-12)",B,15,D,D,4,,419,,,,,411,,1b-4e19 cf-4(0)e11
TEA,,"Solak,N",581,19,6,29.1,38.1,38,1,1,+12,20,20,10,16.9,29.9,20.4,0.3,1,+11,20,*6/- (19-11),B,15,D,C,1,,530,410,,,405,405,,lf-4(+2)e5 2b-4e10 cf-4e5 1b-5e30
TEA,,"Taveras,L+",340,31,14,23.1,38.2,32.5,1,1,-13,0,35,7,17.6,25.5,25.9,1.3,2,-11,0,*2-5/- (19-13),A,16,C,D,1,,,,,,,210,,cf-2(-2)e10
TEA,,"Tejeda,A+",200,52,1,14.6,16.6,22.6,2.4,4,-9,16,50,1,21,23,33.9,1.8,3,-11,21,*2-6/- (17-13),B,15,D,D,1,,,411,,431,,,,ss-4e31 2b-4e11
TEA,,"Trevino,J",214,14,0,20.3,22.3,35.1,1,1,0,10,12,0,16.4,18.4,26.5,0.5,0,0,10,-/- (---),E,8,D,C,3,308,525,,,,,,,"c-3(0)e8,T-1(pb-0) 1b-5e25"
TEA,,"White,E",132,42,5,6.4,13.4,19.9,3.3,w*,0,0,36,6,20.1,28.1,36.8,3,w,+6,0,"*2-6,10/11 (15-10)",C,14,D,D,1,,,,,,209,409,309,lf-2(+1)e9 rf-3e9 cf-4e9
TOA,,"Bichette,B",334,24,1,28.6,30.6,44.6,2.8,5,+6,11,15,3,23.8,27.8,42.5,3,6,+6,11,*4-6/- (18-13),A,13,D,D,2,,,,,420,,,,ss-4e20
TOA,,"Biggio,C*",619,29,29,19.1,50.1,29.7,0.3,0,+6,2,27,18,11.4,31.4,25.8,3.5,6,+7,4,*6/- (19-6),A,14,D,C,1,,,415,417,,411,411,411,2b-4e15 rf-4(+2)e11 3b-4e17 cf-4e11 lf-4e11
TOA,,"Davis,J",81,40,11,4.5,23.5,13.8,3.1,6,+4,20,32,10,17.5,35.5,30.6,2.3,w,+4,26,*4-6/- (17-12),B,16,D,C,1,,,,,,204,204,204,rf-2(+1)e4 cf-2e4 lf-2e4
TOA,,"Drury,B",126,22,0,22.6,24.6,35,2.5,w,-11,0,22,12,4.1,18.1,9.6,1.5,2*,0,0,-/- (---),E,12,D,C,1,,,412,310,429,,,,3b-3e10 2b-4e12 ss-4e29
TOA,,"Espinal,S",169,19,0,25.3,26.3,31.3,0,w,+4,14,26,10,11.9,23,13.8,0,w,+4,12,*7/- (18-11),C,13,C,C,1,,,,327,218,,,,ss-2e18 3b-3e27
TOA,,"Fisher,D*",91,46,15,7.9,24.8,11.5,1.1,1,+4,0,38,18,18.5,38.5,32.1,1.9,3,+4,0,"*2-6,11,12/7-10 (15-4)",D,14,D,D,3,,,,,,516,,516,rf-5(+1)e16 lf-5e16
