Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,playerId
"Adam Scott","CLE","SIRP","AA",,48,,"35+",2022,"Low","25.3527777","6' 4""","220","L","L",2018,"Draft","CLE",50000,"Wofford","Scott was neither at the alt site nor instructs, so his report is the same. He was a 2018 fourth round senior sign, then spent most of his first pro season all the way up at Double-A. He was in the 88-92 range that year but his stuff ticked up in 2019, sitting 90-94 and touching 95 with the fastball, while locating his wipeout slider to his glove side. He's tracking like a quick-moving reliever, at least. <em>(At-home dev)</em>",,"sa3006826"
"Steven Kwan","CLE","CF","A+",,49,,"35+",2022,"Med","23.45","5' 9""","175","L","L",2018,"Draft","CLE",185000,"Oregon State","There's no change to this report. Kwan was one of the older players invited to instructs. He had the third-lowest swinging strike rate among qualified minor league hitters in 2019. He's not especially toolsy (other than the contact skills) and relies entirely on instincts in center field, where he's actually pretty good. He doesn't have the power to play every day, but he might find a niche bench role. <em>(Fall Instructional League)</em>",,"sa3008536"
"Javier D'Orazio","TOR","C","R",,26,,"35+",2023,"High","19.1361111","6' 1""","175","R","R",2018,"J2","TOR",190000,"Venezuela","D'Orazio is the last of the teenagers about whom there was nothing to glean from sources outside the org due to his participation in the rookie camp rather than the more advanced instructs group. He's a lean, projectable catcher with advanced feel for contact. He received a mid-season promotion from the DSL to the GCL and his production sputtered, but I'm in on the frame and bat-to-ball skills. <em>(Fall Instructional League)</em>",,"sa3008876"
"Yosver Zululeta","TOR","SIRP",,,27,,"35+",2023,"High","23.0666666","6' 1""","190","R","R",2018,"J2","TOR",1000000,"Cuba","The Blue Jays used most of the international pool space they acquired for Kendrys Morales and Dwight Smith to sign Zululeta just before the 2018-19 signing period ended in June of '19. They did so knowing he'd need Tommy John, which he had shortly after signing. Finally back in the Fall of 2020, Zululeta was topping out in the 94-96 at Toronto's facilities in Florida. He worked with four pitches during his time in Cuba but it sounds like he only threw one breaking ball variation in the Fall. He's really well-built and athletic, has a good arm action, and obviously has requisite big league velocity coming out of rehab. The rest is very hazy, but because of when he signed, Zululeta has a long developmental runway. He's a high-priority 2021 eval. <em>(Fall Instructional League)</em>",,
"Sem Robberse","TOR","SP","R",,28,,"35+",2024,"High","19.3472222","6' 1""","160","R","R",2019,"J2","TOR",,"Netherlands","The Jays signed Robberse out of the Netherlands in late July of 2019 and immediately dropped him into the GCL. He was throwing two innings at a time until very late in August when his workload grew in preparation for U-18 World Championships in South Korea, but he was hit by a comebacker in his final GCL outing and didn't go. When Toronto signed Robberse he was throwing about 84, but in the Fall of 2020 he was sitting 90-91 much of the time and touching some 93s. He is a big-framed teenager with a pretty graceful delivery and he creates vertical action on his curveball, so that also has a chance to be an impact pitch. <em>(Fall Instructional League)</em> ",,"sa3011735"
"Patrick Murphy","TOR","SIRP","MLB",,29,,"35+",2021,"Med","25.6861111","6' 4""","220","R","R",2013,"Draft","TOR",500000,"Hamilton HS (AZ)","Murphy, now 25, endured myriad severe injuries dating back to high school and missed large swaths of time during his minor league career. Then in 2019, he was forced to remake his delivery when, as he was on the precipice of the big leagues, the Umpire's Association ruled it to be illegal. His front leg would kick up, then come all the way back down and briefly make contact with the mound again before he'd stride toward home. Murphy's performance fell apart as he tried to make an adjustment that would satisfy the somewhat officious ruling, and he had some really rough starts in the middle of 2019 before getting hurt again toward the end of the year. Then there was a pandemic, which you may know. Healthy and working with a legal delivery during the summer of 2020, Murphy finally made his big league debut. He threw six innings across four relief appearances, and worked 94-98 and touched 99 with his fastball (which has sinker movement). His curveball is average, and Murphy throws lots of strikes. Of the group of major league-ready up/down relief types in this system, Murphy is the most consistent strike-thrower, and the least-likely to have a nuclear outing. <em>(Alternate site, MLB)</em>",,"19712"
"T.J. Zeuch","TOR","SP","MLB",,30,,"35+",2021,"Low","25.5444444","6' 7""","220","R","R",2016,"Draft","TOR",2175000,"Pittsburgh","Zeuch doesn't have dominant stuff but he's a keen sequencer with a firm grasp on how best to deploy his pitches to efficiently tally outs. He mostly pitches to contact with a low-90s sinker that has very steep downhill plane thanks to his height and fairly upright delivery. It has helped him generate groundball rates near 60% as a pro. He seems to have ditched his curveball in favor of a new cutter he deployed with great frequency during his best 2020 outing against Baltimore. His walk rates have slipped the last couple of years and his stuff doesn't afford him much margin for error in the zone, so now he looks like more of a spot starter than a consistent backend piece, but if his cutter turns out to be a real weapon then he's back in that backend starter bucket. <em>(Alternate site, MLB)</em>","zBgqGOK79w4","19269"
"Chavez Young","TOR","CF","A+",,31,,"35+",2021,"Med","23.6083333","6' 0""","195","S","R",2016,"Draft","TOR",200000,"Faith Baptist HS (FL)","Nothing new here, as I had planned on evaluating Young during his stint with Canbarra in the Australian League, but due to a foot injury, he has only played in two games thus far. This report may be updated as the winter rolls along: As is typical of hitters transitioning from Lansing to Dunedin, Young's surface-level production declined significantly in 2019, but his .247/.315/.347 line was still average for the Florida State League. A lack of pop will likely be a barrier to regular playing time, but Young has rosterable bench outfielder traits. He's a switch-hitter (better left than right) who can pinch run and play all three outfield positions well (an instincts-driven center field, plus defense in a corner). <em>(Fall Instructional League, Australian Baseball League)</em>",,"sa918963"
"Nick Frasso","TOR","SP",,,32,,"35+",2024,"Med","22.3305555","6' 5""","190","R","R",2020,"Draft","TOR",459000,"Loyola Marymount","Frasso has a gangly, arms-and-legs delivery, and will reach back for 94 or 95 but is parked at 91-92 with imprecise strikes. His broad-shouldered frame looks like a wire hanger under his jersey and he's loose and flexible enough that I think he might throw harder on a pro strength program, which he was introduced to during the Jays' 2020 Fall rookie camp. His secondary stuff -- a mid-80s changeup and low-80s sweeping curveball -- are below average, but Frasso locates them pretty competitively. He doesn't have much experience as a starter so that stuff might yet develop. Frasso has outs as an impact-fastball reliever or as a guy whose secondary feel and quality develop late because of his size and relative inexperience. <em>(Fall Instructional League)</em>",,"sa3014492"
"Yennsy Diaz","TOR","SIRP","MLB",,33,,"35+",2021,"Med","24.2555555","6' 1""","160","R","R",2014,"J2","TOR",70000,"Dominican Republic","Diaz has projected as a single-inning middle reliever for quite some time, even though he had been developed as a starter throughout his entire minor league career. He held mid-90s velocity deep into games as a minor league starter and sat 94-98 during a horrendous single-game debut in 2019, seemingly unable to time his arm swing and find a consistent release point during a disastrous inning against the Orioles. That wasn't sufficient justification to slide Diaz's FV down on its own, but then he missed all of 2020 with a severe lat strain and only began pitching in games again for Estrellas Orientales in the Dominican Winter League where he again sat in the mid-90s (94-97 according to a source). The development of Diaz in the rotation improved his changeup enough that it became a sinking/tailing low-90s weapon and his best secondary pitch. He's going to bully hitters with velocity and that changeup, and command consistency will dictate whether it's in an up/down capacity or whether Diaz stays on the big league roster consistently. <em>(Injury rehab)</em>",,"20218"
"Hobie Harris","TOR","SIRP","A+",,34,,"35+",2021,"High","27.65","6' 3""","200","R","R",2015,"Draft","NYY",,"Pittsburgh","Harris is a late-bloomer who only first touched 90 mph while in junior college, and at best sat 90-94 while he was later at Pitt. His velo didn't really pop until later in pro ball, and Harris sat 92-96 in 2019. The Yankees have been pretty good at developing pitchers for a while, so they lose several of them every year during the Rule 5 draft. Harris was a 2019 minor league phase pick by Toronto. His delivery has changed a bit and he showed up at instructs with a different one, one that better utilizes his lower half. He's now parked at 96-98 and has been up to 101 out of the bullpen. Harris will still need to find a secondary pitch and his splitter, which he first learned as he entered pro ball, might also blossom late as he's only recently begun to use it against both-handed hitters rather than try to get righties to swing over his curve. He's got a shot to earn a bullpen spot at some point in 2021 if he can throw enough strikes in the minors. <em>(Fall Instructional League)</em>",,"sa876068"
"Curtis Taylor","TOR","MIRP","AA",,35,,"35+",2021,"Med","25.5611111","6' 6""","215","R","R",2016,"Draft","ARI",496700,"British Columbia","Taylor's stretch with Toronto in the Fall was the first time the org's dev group had really gotten to see him throw in person, as he was hurt when they acquired him from Tampa Bay for Eric Sogard. It was the second time Taylor was dealt; the first was when the Rays acquired him from Arizona for Brad Boxberger. Taylor was shut down and given a PRP injection to remedy a UCL strain without surgery and didn't pitch the second half of 2019. Before he was shelved and traded, he was typically throwing 35 to 50 pitches once every three to five days, seemingly in preparation for some kind of multi-inning role, and that seems to be what he'll be doing for Toronto. At full speed he works in the mid-90s, generates huge extension, and bends in some above-average sliders. He was more 91-93 at instructs. <em>(Fall Instructional League)</em>",,"sa917970"
"Tanner Morris","TOR","LF","A-",,36,,"35+",2023,"Med","23.4444444","6' 2""","190","L","R",2019,"Draft","TOR",400000,"Virginia","Morris' track record of hitting well dates back to high school and he had more walks than strikeouts in his two years at Virginia (he was a draft-eligible sophomore). He doesn't really have a position -- he played shortstop all through college but fits in left field athletically -- and lacks impact power, which puts a ton of pressure on the hit tool and plate discipline to carry the freight of Morris' offensive production. To this point, he's performed as if they may. <em>(Fall Instructional League)</em>",,"sa3009873"
"Roither Hernandez","TOR","SIRP","R",,37,,"35+",2021,"Med","22.95","6' 4""","185","R","R",2016,"J2","TOR",150000,"Dominican Republic","Hernandez is an arm strength-only relief prospect who spent his first two pro seasons in the DSL, then pitched in the Appy League in 2019 and instructs in 2020. Typically prospects like this would be in the Honorable Mention section of the list but Hernandez throws really hard, sitting 95-98 and touching 99. My 2019 notes said he had a shot to develop a viable, bat-missing slider (currently 85-87) and that was indeed the developmental focus at instructs, but Hernandez needs to pitch well and move into the upper-levels of the minors to move the FV needle. <em>(Fall Instructional League)</em>",,"sa3004333"
"Naswell Paulino","TOR","SIRP","R",,38,,"35+",2023,"High","20.8333333","5' 11""","160","L","L",2016,"J2","TOR",70000,"Dominican Republic","Paulino is a converted outfielder currently sitting in the low-90s (he was 88-91 in 2019 and I have him 90-92 in 2020) with big time carry on his fastball based on the data I sourced from the 2019 minors. He's a smaller-framed guy, but is loose, and I think there's a chance more arm strength comes with maturity and continued focus on pitching. His breaking ball has bat-missing action at times but needs to become more consistent. He's an interesting bullpen prospect. <em>(Fall Instructional League)</em>",,"sa3002998"
"Seth Gray","MIN","3B","A",,31,,"35+",2023,"Med","22.7138888","6' 3""","205","L","R",2019,"Draft","MIN",483000,"Wright State","Gray had a breakout junior year at Wright State in 2019, growing into raw and game power while also doubling his walk total. He has a good frame, and good hands and baseball athleticism, but is a hit-over-power, late-count hitter whose approach is on the line between passive and patient. His swing was a little quieter and cleaner in the Fall of 2020 and some folks think Gray fits among the role-playing, strength-based infield prospects in the 40 FV tier, but I'd have wanted to see him perform at an age-appropriate level in 2020 to move him. <em>(Fall Instructional League)</em>",,"sa1115752"
"Luis Rijo","MIN","SP","A",,32,,"35+",2022,"Low","22.4472222","6' 1""","200","R","R",2015,"J2","NYY",50000,"Venezuela","Part of Minnesota's return from New York for Lance Lynn, Rijo throws in the mid-90s (he was 92-96 at the alt site), has been a hyper-efficient strike thrower, and his curveball has gorgeous movement, seemingly floating as it approaches the plate before it begins to bend and dive away from right-handed hitters. So why has a prospect like this been passed over twice in the Rule 5 draft? That was the question I asked scouts and analysts as I worked on this list, and it has to do with a combination of things. First, Rijo's fastball doesn't move enough to miss bats, even though it's pretty firm. Second, because it's a slower, loopy pitch, his curveball may not miss bats against upper-level hitters. It's hard to square up because of how much depth it has, and Rijo locates it well, but it's easy to identify out of his hand because its shape is so different than anything else he throws. I still think Rijo's advanced command makes him a candidate to spot start, and his age gives him time to make some kind of adjustment and bounce back into the 40 FV tier. <em>(Fall Instructional League)</em>
",,"sa916950"
"Yunior Severino","MIN","2B","A",,33,,"35+",2023,"High","21.3722222","6' 1""","190","S","R",2017,"J2","MIN",2500000,"Dominican Republic","Severino missed much of 2019 due to a thumb fracture (he suffered torn ligaments as well) and then missed all of 2020 because of the pandemic, and neither did his at-bat quality any favors as he continued to swing recklessly during 2020 instructs. He's a bulky switch-hitter, especially for his age, who takes giant, uppercut rips, and his peak projection was that of a Mark Bellhorn sort of player. It's tough to find potential infielders with this kind of bat speed but Severino's hit tool just hasn't had a chance to develop. He's now in Nander De Sedas territory. <em>(Fall Instructional League)</em>","loRx-qNixVg","sa3003185"
"Yennier Cano","MIN","SIRP","A+",,34,,"35+",2021,"Med","26.9388888","6' 0""","200","R","R",2018,"J2","MIN",750000,"Cuba","Signed just before the clock struck midnight on the 2018 July 2 period, Cano got a $750,000 bonus from the Twins, using the international bonus money acquired from the Rangers in the Zack Granite trade. Cano touched 95 while working out for teams but sat there during Fall Instructional League in 2020 and has been up to 97, which is consistent with report I have from Cano's time on the Cuban National Team and for Ciego de Avila. He works from a low three-quarters slot with a sinker, slider, and splitter troika that generates groundballs more than it does strikeouts. After instructs, Cano picked up a couple innings in the Clemente League in Puerto Rico, where he threw strikes and overpowered the equivalent of (mostly) low-level hitters. I think he's good relief depth more than a firm, on-roster middle relief candidate due to his age and the movement profile on his fastball. <em>(Fall Instructional League, LigaPRC)</em>",,"sa3011688"
"Willie Joe Garry Jr.","MIN","CF","R",,35,,"35+",2023,"High","20.7166666","6' 1""","170","L","L",2018,"Draft","MIN",225000,"Pascagoula HS (MS)","A twitchy, good-framed athlete with explosive hands, Garry's a toolsy lower-level prospect with swing and miss volatility. He was a $225,000 sign out of high school, and he has a pretty exciting skillset, and performed in the Appy League until a putrid August tanked his statline for the summer. The 2020 Fall looks at him indicate he's still pretty raw (you can't expect someone to develop feel to hit when they're not playing), but he looked to be in incredible shape and was clearly working hard in the areas he could during the layoff. He's a high-risk prospect. <em>(Fall Instructional League)</em>",,"sa3007065"
"Wander Javier","MIN","SS","A",,36,,"35+",2022,"High","22.1333333","6' 1""","185","R","R",2015,"J2","MIN",4000000,"Dominican Republic","There are instances when knowing less about a prospect actually improves the industry's view of them. There's space to dream and fill in the gaps in the profile with optimism, as we may not know about relevant underlying issues lurking beneath the surface. Such was the case with Javier, who signed for a IFA franchise record $4 million back in 2015 and basically missed two of his four pro seasons due to quad and hamstring injuries, along with labrum surgery. 
Finally (mostly) healthy in 2019, Javier went to full-season ball, struck out a ton, and hit .177. His bat-to-ball ability and pitch recognition were not great, but part of that was surely because he hasn't seen a lot of pro pitching due to the injuries. Then 2020 happened and Javier lost yet another year of actual development. Twins instructs included nothing but intrasquads against pitchers who were about the same age as Javier, and according to teams that watched video from those in preparation for the Rule 5, he continued to struggle from a bat-to-ball standpoint in the Fall. In the last year we've gone from not knowing much about Javier's contact/approach to knowing it's either not good or lags way behind because of the lack of reps. <em>(Fall Instructional League)</em>","KQM2BzjyTNU","sa917168"
"Nick Gordon","MIN","SS","AAA",,37,,"35+",2021,"Med","25.3138888","6' 2""","175","L","R",2014,"Draft","MIN",3851000,"Olympia HS (FL)","Gordon had a really excellent 2019 statline but neither visual evaluations nor underlying TrackMan data support it. He had a really rough bout with COVID in 2020, so bad he never made it to the alt site. It continued a bizarre career trajectory for a prospect who was once considered a polished defender at short, then later became a mistake-prone second baseman who was selling out for power, and now looks like a fringe role player. <em>(At-home dev)</em>","bXiuMCdQJP4","sa828662"
"Jair Camargo","MIN","C","A",,38,,"35+",2021,"High","21.6277777","5' 11""","210","R","R",2015,"J2
","LAD",50000,"Colombia","Camargo was the most anonymous member of the Maeda/Brusdar deal. He's a physical catcher who hit for some oppo power on the Dodgers' backfields before the trade. His bat head drags into the zone, which causes him to be late on a lot of fastballs, but Camargo is so strong that he can still make impact contact the other way. His exit velos were huge for a 20-year-old: 91 mph on average with a hard hit rate of 47%, which is a 65 on the scale. He needed lots of defensive work but the Twins had been pretty good at improving catchers' receiving under Tanner Swanson, who is now with the Yankees. Camargo never got a chance to go to an affiliate and show that he had improved, so he's still a late-blooming, pop-based lottery ticket for now. <em>(Fall Instructional League)</em>",,"sa917333"
"Charles Mack","MIN","C","R",,39,,"35+",2023,"Low","21.2638888","5' 11""","190","L","R",2018,"Draft","MIN",500000,"Williamsville East HS (NY)","Stocky and physical, Mack is converting to catcher after spending his first two pro seasons as an infielder. He hasn't yet had to catch in actual games even though the conversion began last year. Mack has some strength-driven power that could enable him to profile as a backup if the conversion works out. <em>(Fall Instructional League)</em>",,"sa3008250"
"Jorge Rodriguez","BOS","SP","A-",,34,,"35+",2023,"Med","20.4777777","5' 11""","170","L","L",2017,"J2","BOS",37500,"Mexico","I can't justify moving Rodriguez up at all because again, even though he was on the instructs roster it doesn't sound like he actually pitched in the Fall, so there's no new information here. But I'm writing this to tell you that I'm going to be quick on the trigger to move him up in 2021 if he performs, since this report reads almost exactly like Aldo Ramirez's did last year: Rodriguez carved up the 2019 GCL -- 58 strikeouts, 9 walks, 47 innings -- by virtue of both advanced stuff (he already has a quality changeup and curveball) and pitchability. He is sleight of build and doesn't throw very hard, so there's not big fastball projection here, but Rodriguez does spin his heater much more than is usual for someone who only throws in the low-90s, so it might be an impact pitch even if he only ends up with average velo. He's a candidate to begin 2021 in full season ball based on how Boston handles polished teenage arms. <em>(Fall Instructional League, but did not pitch in games)</em>",,"sa3006074"
"Christian Koss","BOS","SS","R",,35,,"35+",2022,"Med","23.0555555","6' 1""","182","R","R",2019,"Draft","COL",180000,"UC Irvine","Boston acquired Koss from Colorado in exchange for (converted outfielder) pitcher Yoan Aybar in early December, after Koss had played at Rockies instructs. Like Cam Cannon, Koss is a bat-first infielder who, because of the missed season, hasn't played above rookie ball even though he's now 23. Koss had a huge 2019 post-draft summer in the Pioneer League, where the altitude-aided hitting environment is so cartoonish that you can largely ignore his numbers with Grand Junction. But he can hit a little bit. He has a compact line drive stroke and good feel for contact, but his deep load might cause him to struggle versus bigger velocity at the upper levels if it isn't adjusted. The rest of the skillset isn't sexy, but Koss is an infield fit with feel to hit, so he's an interesting hit-tool sleeper whose likely outcome is a bench role. <em>(Fall Instructional League with Colorado)</em>",,"sa3011227"
"Eduardo Vaughan","BOS","RF","R",,36,,"35+",2024,"High","19.0972222","6' 3""","180","R","R",2018,"J2","BOS",550000,"Panama","Vaughan did not have a great Instructional League, but the contingent of pitching he faced there was not only more advanced than what he likely would have faced in the 2020 GCL, but probably a level or two above even that. So, as I've done with young, athletic/frame projection prospects this offseason, he'll remain in the 35+ FV tier even though he didn't really perform in the Fall. Scouts still think Vaughn runs well enough to play center field for now, though his frame is such that we anticipate an eventual move to right, but with such mass might come power. <em>(Fall Instructional League)</em>",,"sa3008810"
"Andrew Politi","BOS","SIRP","A+",,37,,"35+",2022,"Low","24.7027777","6' 0""","191","R","R",2018,"Draft","BOS",25000,"Seton Hall","A Day Three pick in 2018, Politi pitched well enough out of the bullpen in 2019 that the Sox stretched him out late in the season and gave him a handful of starts. During that stretch he struck out 61 in 47 innings. Then we had to wait until 2020 instructs before anyone saw him again, and there Politi was frustrating due to a lack of command. His delivery is deceptive, his fastball has ride at the top of the zone, when he can command his slider it is quite good, and it seems like there are several other possible pitches in the mix to be a potential tertiary offering (a changeup, curveball, maybe a cutter) if it turns out Politi can actually throw strikes and continue developing as a starter. <em>(Fall Instructional League)</em>",,"sa3007243"
"Ryan Zeferjahn","BOS","SIRP","A-",,38,,"35+",2022,"Med","22.9638888","6' 4""","209","R","R",2019,"Draft","BOS",500000,"Kansas","The Red Sox have remodeled Zeferjahn's repertoire since drafting him out of Kansas, asking him to ditch his two-seamer and curveball in favor of all four-seamers and a slider. Once his pitches become tougher to identify out of his hand, he projects to be an up/down reliever, unless Boston can tease out more consistent slider execution than I'm projecting. <em>(Fall Instructional League)</em>",,"sa3011217"
"Shane Drohan","BOS","SP",,,39,,"35+",2024,"Med","22.1111111","6' 3""","195","R","L",2020,"Draft","BOS",600000,"Florida State","The Fall before his draft year at Florida State, Drohan was sitting 92-94 and had a plus curveball. Then, early in 2020 before the shutdown, he struggled to throw strikes as he had in the past and his velocity was more pedestrian during 2020 Instructional League. He has been up and down (both the arm strength and strike-throwing) since high school, but a lefty with a breaking ball like his has a pretty good shot to earn a bullpen role. <em>(Fall Instructional League)</em>",,"sa3014447"
"Bradley Blalock","BOS","SP","R",,40,,"35+",2025,"High","20.1444444","6' 2""","190","R","R",2019,"Draft","BOS",250000,"Grayson HS (GA)","Blalock was a $250,000 overslot high schooler who has had a pretty significant velo bump over the last two calendar years, going from sitting 86-88 as a rising high school senior to bumping 95 suring Instructional League. During that time his body has really developed, gotten leaner and stronger, and Blalock still has room for more good weight. He may also find another gear when his arm action shortens up a bit. Blalock has an extreme north/south arm slot which might also help him create rise on his heater, but he'll also need to take a longer, deeper stride home to do that, as he's currently very upright. and his fastball has downhill plane as a result. Blalock is a very raw developmental project who it appears has spent the last year reshaping his body and delivery as he's grown into notable arm strength. <em>(Fall Instructional League)</em>",,"sa3011809"
"Naysbel Marcano","BOS","C","R",,41,,"35+",2023,"High","18.7333333","6' 0""","175","R","R",2018,"J2","BOS",350000,"Venezuela","Marcano is on the long-term radar assuming he can keep his body in check and remain agile enough to catch. He's a little swing happy and is definitely a power-over-hit type (à la Deivy Grullon) but he shows some advanced approach elements by cutting down on his stroke with two strikes. He also has a plus, accurate arm. <em>(At-home dev)</em>",,"sa3008804"
"Marcus Wilson","BOS","CF","AA",,42,,"35+",2021,"Med","24.5055555","6' 3""","175","R","R",2014,"Draft","ARI",1000000,"Junipero Serra HS (CA)","Wilson was added to the BoSox 60-man player pool in September (it's odd that he was on the 40-man but not in the initial pool), so even with some alt site video access for that period, he had little runway to get up to speed and be evaluated. He didn't make an obvious swing change from 2019, nor did his body develop in an obviously different way, so his report remains the same: Wilson has some carrying tools. He has grown into power, his swing creates natural lift, which enables it to play in games, and he has plus straightline speed. His feel for contact is very limited, so he exists in that Keon Broxton zone, where clear big league tools often get squeezed off rosters by someone with similar skills who hits left-handed, or boasts some other marginal improvement. <em>(Alternate site)</em>",,"sa828703"
"Chris Murphy","BOS","MIRP","A-",,43,,"35+",2023,"Med","22.7","6' 1""","188","L","L",2019,"Draft","BOS",200000,"San Diego","Murphy is a lefty who touches 96, and that on its own is notable. His secondaries -- a changeup and curveball -- are okay, and his new slider (added in pro ball) isn't very good yet. Murphy doesn't have great feel for location, but also doesn't have a clear knockout secondary pitch to lean on in the bullpen should he have to move. He should be developed as a starter with the hope that either his command or a plus secondary pitch develop. <em>(Fall Instructional League)</em>",,"sa3011431"
"Antoni Flores","BOS","3B","A-",,44,,"35+",2023,"High","20.3416666","6' 1""","193","R","R",2017,"J2","BOS",1400000,"Venezuela","Last year, I mentioned that I hoped (and valued him assuming) Flores' lackluster 2019 was a developmental bump rather than the start of a trend. Well, now it's a trend. Flores was generating Willy Adames comps during the Fall of 2018, and has since regressed physically and technically. He no longer looks athletically capable of playing the middle infield and has continued to struggle with the bat. He's in danger of slipping off the list entirely next year unless he performs statistically and looks more athletic early in the year. <em>(Fall Instructional League)</em>","md2-SgDDngQ","sa3005489"
"Luis Perales","BOS","SIRP",,,45,,"35+",2025,"High","17.8416666","6' 1""","168","R","R",2019,"J2","BOS",75000,"Venezuela","Perales did not come stateside for instructs, so this report remains the same: Since signing in July, Perales has added 10 pounds of muscle and several ticks to his fastball. He's now up to 95 and has nascent curveball feel, enough that his early developmental focus is on finding a changeup grip. Perales' frame lacks overt projection, so the upside is perhaps limited by that, but a bunch of velo has already come on. <em>(At-home dev)</em>",,"sa3014677"
"Albert Feliz","BOS","LF","R",,46,,"35+",2023,"High","18.8444444","6' 2""","220","R","R",2018,"J2","BOS",400000,"Dominican Republic","Feliz did not come stateside for instructs, so this report remains the same: Had Feliz been born in the States, he'd probably be playing left tackle on Friday nights. Still relatively crude as a hitter (and I'm always skeptical of physically mature hitters performing in the DSL), Feliz is a leviathan with plus-plus raw power. He'll likely be limited to left field or first base, especially if he somehow gets bigger, which, combined with relatively raw pitch recognition, makes him a prospect of extreme risk. Ordinarily at this stage, that's just a 35 FV guy, but this dude's size and power at his age is rare, in the Luken Baker/Josh Naylor area. <em>(At-home dev)</em>",,"sa3008799"
"Jeremy Wu-Yelland","BOS","SIRP",,,47,,"35+",2024,"Med","21.6472222","6' 2""","210","L","L",2020,"Draft","BOS",200000,"Hawaii","My reports on Wu-Yelland from the Fall are not great, but he's a lefty up to 96 with considerable tailing action on his fastball, so I'm keeping him on the back end of the list here rather than dropping him into the honorable mentions. Most low-slot guys like this have longer arm actions but Wu-Yelland's is really short. His breaking ball is tough on lefties because of his slot, and his changeup flashes average, which is his best secondary in a vacuum. <em>(Fall Instructional League)</em>",,"sa3014520"
"Estevan Florial","NYY","CF","MLB",,31,,"35+",2021,"High","23.2277777","6' 1""","195","L","R",2014,"J2","NYY",200000,"Haiti","Florial spent 2020 at the alt site, made his big league debut, then got a lot of run for Escogido in the Dominican Winter League. I simply don't think he'll hit enough to be anything more than fourth outfielder. His swing's length makes it so he has to cheat to catch velocity at the top of the zone, and if he gets caught doing that, he ends up swinging over top of well-executed offspeed and breaking stuff away from him. He has elite physical ability and I'm sure he'll golf out dingers when pitchers miss down-and-in to him, but big league pitchers are too good to make that kind of mistake over and over again. I wouldn't be surprised if he had some white-hot Domonic Brown month or two before pitchers adjust to him. I'll gladly eat crow if Florial ends up being a consistent big league hitter for a half decade because that'll mean we'll have gotten to see his electric tools (he has one of the best throwing arms I've ever seen), but I don't think that's going to happen. <em>(Alternate site, MLB, LIDOM)</em>","mYK2ssfvC80","19151"
"Dayro Perez","NYY","SS","R",,32,,"35+",2023,"High","19.0472222","6' 2""","180","R","R",2018,"J2","NYY",350000,"Dominican Republic","His feel to hit is behind, but Perez is an athletic, no-doubt shortstop with a projectable body, and his swing foundation is workable. His defensive footwork and actions are sublime and he appears to barely be touching the infield dirt at all as he glides in all directions, bends without effort, collects the baseball and turns it around toward first base. Whether he develops any sort of impact offensive ability will be dictated by how strong he is at physical maturity, as well as several approach/pitch recognition attributes we don't know anything about yet. <em>(DR Instructional League)</em>",,"sa3009299"
"Albert Abreu","NYY","SIRP","MLB",,33,,"35+",2021,"High","25.3916666","6' 2""","190","R","R",2013,"J2","HOU",185000,"Dominican Republic","Maybe if Abreu could throw his secondary stuff for strikes and then run his fastball up the ladder to finish hitters, this could work. But he doesn't have good feel for locating those secondaries and tends to pepper the bottom and middle of the zone with his fastball, either by accident or because he's fallen behind and needs to get one over for a strike. At times, he has looked like he has three plus or better pitches, but his fastball just doesn't play like it's elite, even though his velocity sometimes has been, and the secondaries suffer because Abreu is often behind in the count and struggles to locate them. I think he'll be up and down while he's on the 40-man. <em>(Alternate site, MLB)</em>","eT81w6ezeLs","17485"
"Brooks Kriske","NYY","SIRP","MLB",,34,,"35+",2021,"Low","27.0388888","6' 3""","190","R","R",2016,"Draft","NYY",100000,"USC","Kriske had a velocity spike a couple of years ago and now has a chance to have an impact fastball if he can more consistently locate it at the top of the strike zone. He also has a plus, side-spinning changeup, and he'll throw an occasional breaking ball. It's stuff commensurate with a middle reliever who stays on your roster all the time, but Kriske's control drags him into more of an up/down relief bucket. He throws an awful lot of non-competitive changeups and misses middle-middle with his fastball quite a bit. If that stuff gets ironed out, he'll just stay in the big leagues, but until it does he'll probably be back and forth from Scranton. <em>(Alternate site, MLB)</em>",,"21189"
"Alfredo Garcia","NYY","SIRP","A-",,35,,"35+",2021,"Med","21.5694444","6' 2""","225","L","L",2016,"J2","COL",1000000,"Venezuela","Nothing new to share on Garcia, who was passed over in the Rule 5. His report from last year: Garcia was in the midst of a breakout 2019 when the Rockies dealt him to the Yankees for big league-ready reliever Joe Harvey, who was on the 40-man fringe for New York. Even though he had pitched well at Low-A Asheville, the Rockies demoted Garcia to the Pioneer League not long before they traded him. He's a big-framed lefty with average stuff, though the changeup is often above and projects to be his best pitch. <em>(At-home dev)</em>",,"sa3003045"
"Brandon Lockridge","NYY","CF","A",,36,,"35+",2022,"Low","23.925","6' 1""","185","R","R",2018,"Draft","NYY",,"Troy University","Lockridge was not on the initial draft of this list as I passed it around for feedback, but lots of people in baseball think his speed and defensive ability in center will enable him to play some kind of big league role, even though he likely won't do enough damage with the bat to play every day. He projects as a glove-first fourth or fifth outfielder. <em>(At-home dev)</em>",,"sa3006856"
