TM,Location,PITCHERS,IP,SO vlhp,BB vlhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,DP vlhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,DP v rhp,HO,ENDURANCE,FIELD,BK,WP,BAT-B,STL,SPD
TBA,,"Anderson,N",45,56,2,10.5,12.5,29.7,2.4,3*,0,61,6,0,6,0,0,0*,0,-1,R(1) C(5),2- 0,0,0,1WR-C,E,10
TBA,,"Banda,A*",19,20,26,18.4,44.3,40.9,1.6,1*,10,6,12,31.8,43.8,72.2,2.8,5,13,-1,R(2) C(0),4- 0,0,0,1WL-C,E,10
TBA,,"Beeks,J*",53,37,0,23.1,23.1,37.7,3.4,5,6,32,9,23.8,32.8,34.6,0.6,1,6,-1,R(2) C(0),3- 0,0,20,1WL-C,E,10
TBA,,"Castillo,D",60,35,20,7,27,7.8,0,0,3,36,12,6.4,18.4,14.2,1.6,2*,3,-1,R(1) C(4),3- 0,0,0,1WR-C,E,10
TBA,,"Chirinos,Y",31,27,2,21.9,23.9,25.3,0,0,4,10,8,30.6,38.5,49.6,5.3,8,4,-1,S(4),3- 0,0,0,1WR-C,E,10
TBA,,"Curtiss,J",69,29,4,16.4,20.4,24.5,0.8,1,2,24,10,15.2,25.2,28.3,2.4,4,0,0,S(1) R(1) C(1),4- 0,0,0,1WR-C,E,10
TBA,,"Drake,O",30,14,11,14.1,25.1,25.1,1,1,0,34,11,8.3,19.3,23.7,3.6,6*,0,5,R(1) C(2),4- 0,0,20,1WR-C,E,10
TBA,,"Fairbanks,P",74,39,14,12.9,26.9,24.1,2,2,3,40,15,13.1,28.1,17.9,1,2,2,9,S(1) R(1),4- 0,0,20,1WR-C,E,10
TBA,,"Fleming,J*",88,10,0,24.1,24.1,37.4,3.8,6,12,12,5,19.4,24.4,31.4,2.4,4,12,-1,S(5) R(3),2- 0,0,0,1WR-C,E,10
TBA,,"Glasnow,T",157,47,9,10.8,19.9,17.8,1.2,1,0,48,13,8.6,21.6,23.8,4.3,7*,0,8,S(5),4- 0,0,20,1WL-C,E,10
TBA,,"Kittredge,A",22,31,5,23.1,28.1,26.2,0.8,1,9,4,6,27,33,36.4,0.6,1,12,9,S(1) R(1) C(0),3- 0,0,0,1WR-C,E,10
TBA,,"Loup,A*",69,19,3,23.1,26.1,35.9,0,0,9,28,7,14.5,21.5,35.5,4.5,8,7,-1,R(1),2- 0,0,0,1WL-C,E,10
TBA,,"Morton,C",104,38,9,17.3,26.3,34.2,2.8,5,0,24,3,24,27,32.4,0,0,0,-2,S(4),3- 0,0,5,1WR-C,E,10
TBA,,"Reed,C*",34,20,27,13.9,40.8,19.4,1.6,1,4,27,14,11.8,25.8,29.9,3.8,4*,8,-1,R(1),4- 0,0,17,1WL-D,E,10
TBA,,"Richards,T",87,20,11,18.9,29.9,30.3,2.6,5,8,16,6,29.4,35.3,46.8,3,6,8,-1,S(4) R(3),3- 0,0,6,1WR-B,E,12
TBA,,"Roe,C",26,35,3,19.3,22.3,37.5,1,1,10,31,12,26.9,38.8,38.3,0,0,2,9,R(1) C(0),4- 0,0,0,1WR-C,E,10
TBA,,"Sherriff,R*",27,4,2,15.3,17.3,17.7,0.8,1,12,4,11,17,27.9,18.2,0.4,0,12,-1,R(1) C(0),4- 0,0,0,1WL-C,E,10
TBA,,"Slegers,A",72,10,0,23.9,23.9,30.1,1.8,2,12,15,2,15.5,17.5,21.6,1.6,3,12,-1,R(3) C(1),3- 0,0,0,1WR-C,E,10
TBA,,"Snell,B*",137,44,0,15.5,15.5,35,4.8,8,5,38,15,11.8,26.8,23.5,3,5,2,-4,S(5),2- 0,0,20,1WL-C,E,10
TBA,,"Thompson,R",73,5,8,23.4,31.4,31.4,1.4,2,12,19,5,21.8,26.8,32.3,3,6,12,0,R(1) C(0),2- 0,14,0,1WR-C,E,10
TBA,,"Yarbrough,R*",153,18,8,20.6,28.6,34.4,2.4,4,1,17,1,22.9,23.9,36.2,1.8,3,1,0,S(5) R(5),3- 0,0,7,1WR-C,E,10
TEA,,"Allard,K*",94,23,9,21.4,30.4,46.3,6,8,0,17,16,12.4,28.4,19.2,0.6,0,0,-1,S(4) R(3),2- 0,0,5,1WL-C,E,10
TEA,,"Benjamin,W*",63,19,3,14.8,17.8,21,1.4,2,2,21,8,18.9,26.9,31.5,3.8,6,4,0,S(4) R(4),3- 0,0,0,1WR-C,E,10
TEA,,"Chavez,J",48,20,12,16.6,28.6,28.9,0.6,1,0,14,6,27.5,33.5,64.1,11.7,8,0,-1,R(1) C(0),4- 0,0,0,1WR-C,E,10
TEA,,"Cody,K",64,21,13,10.4,23.4,20.4,1.8,2,12,8,19,12.5,31.5,22.9,1.4,3,11,4,S(4) R(3),4-51,0,20,1WR-C,E,10
TEA,,"Garcia,L",24,23,11,26.6,37.6,42.4,4,6,4,24,24,3.8,27.8,8.5,1,2,5,-1,S(1) R(1),5- 0,0,20,1WR-C,E,10
TEA,,"Gibaut,I",35,25,19,11.3,30.3,27.8,3,5*,0,32,23,13.3,36.3,30.4,2.4,4*,0,4,R(1),3-51,20,20,1WR-C,E,10
TEA,,"Gibson,K",189,12,8,20.1,28.1,33.6,3.4,5,10,24,11,17.1,28.1,27.5,1.8,3,12,3,S(5),3- 0,0,2,1WR-B,E,10
TEA,,"Goody,N",31,25,15,23.8,38.8,62.6,7,8*,2,30,19,15.7,34.7,41.9,4.5,8*,0,-1,R(1) C(0),3- 0,0,17,1WR-C,E,10
TEA,,"Hearn,T*",49,33,18,11.1,29,21.3,3.4,6,0,36,19,7.9,26.9,7.9,0,0,0,8,R(2),4- 0,0,20,1WL-C,E,10
TEA,,"Herget,J",55,21,32,3.1,35.1,10.4,2.2,4*,2,23,17,13.5,30.5,29.4,1.2,2*,2,0,R(1),5- 0,0,0,1WR-C,E,10
TEA,,"Hernandez,J",86,32,8,15.1,23.1,27,1.8,3,10,30,11,10.5,21.5,14,1,1,10,-1,R(1),4-44,0,0,1WR-C,E,10
TEA,,"King,J*",29,8,10,24.9,34.9,27.4,0.8,1,0,9,7,19.7,26.7,34.5,3.4,6,0,5,R(2),3- 0,0,0,1WL-C,E,10
TEA,,"Lyles,J",162,11,14,18.8,32.8,31.4,2.8,4,0,15,6,19.4,25.4,38,4.1,7,0,-3,S(4) R(4),3-48,7,10,1WR-C,E,13
TEA,,"Lynn,L",235,27,8,10.8,18.8,19.1,1.4,2,4,38,7,10.5,17.5,26.3,3,6*,7,3,S(6*),3- 0,0,5,1WS-C,E,10
TEA,,"Martin,B*",41,11,25,5,30,12.8,2.6,5,4,16,10,8,18,18.6,1,1*,3,-1,R(1),4- 0,0,15,1WL-C,E,10
TEA,,"Montero,R",50,31,3,14.8,17.8,32.2,2.2,3*,7,40,12,10.7,22.7,26.9,1.4,2*,5,-1,R(1) C(6),3- 0,0,0,1WR-C,E,10
TEA,,"Rodriguez,J*",36,39,10,12.3,22.3,26.1,0.8,1*,0,30,15,9.5,24.5,19.2,0.1,0*,0,3,R(1),4-51,0,18,1WL-C,E,10
TOA,,"Anderson,C",93,22,5,17.5,22.5,39.5,5,8,3,21,7,20.1,27.1,51.9,7.8,8,4,-1,S(4) R(3),4- 0,0,5,1WR-C,E,14
TOA,,"Bass,A",71,25,0,8.5,8.5,13.9,0.8,1,8,19,6,12.3,18.3,25,2,4*,8,-1,R(1) C(4),2- 0,0,0,1WR-C,E,10
TOA,,"Borucki,R*",46,30,20,3.8,23.8,6.6,0,0*,0,29,13,15.7,28.7,31.5,2.2,3,0,-1,R(1),3- 0,0,0,1WL-C,E,10
TOA,,"Cole,A",65,11,5,13.4,18.4,30.6,2.4,4*,0,37,8,11.8,19.8,23.2,2.2,4,0,-1,R(1) C(0),4- 0,0,20,1WR-C,E,10
TOA,,"Dolis,R",67,35,20,8.9,28.9,20.1,1.6,2*,11,30,11,8.6,19.6,14.3,0,0,12,0,R(1) C(4),5-51,0,20,1WR-C,E,10
TOA,,"Font,W",45,18,15,26.1,41.1,49.6,4.3,8,3,22,8,26.3,34.3,38.9,2.2,3,3,1,R(1),4- 0,0,11,1WR-B,E,10
TOA,,"Hatch,T",73,26,10,10.4,20.4,22.4,2.2,3,6,17,15,4.9,19.9,10.5,1.2,2,6,3,R(2),3- 0,0,0,1WR-C,E,10
TOA,,"Kay,A*",58,15,13,18,31,42.6,2.6,4*,7,26,19,16.6,35.7,38,3,6*,5,-1,R(3),4- 0,0,0,1WL-C,E,10
TOA,,"Merryweather,J",36,36,8,8.1,16.1,17.4,1.4,3,4,16,11,16.6,27.6,30.9,1,1,2,-1,S(1) R(1),3- 0,0,0,1WR-C,E,10
TOA,,"Pearson,N",50,14,17,14.7,31.7,38.1,7.8,8,0,26,16,2.6,18.6,9.2,2.2,4*,0,9,S(4) R(3),3- 0,0,11,1WR-C,E,10
TOA,,"Ray,R*",143,49,11,10.3,21.3,23.3,2.4,5*,0,26,26,11,37,29.2,4.1,8,0,5,S(4) R(3),2- 0,0,20,1WL-A,E,10
TOA,,"Reid-Foley,S",19,40,21,1.2,22.2,4.8,1.2,1*,0,9,16,3.4,19.5,8,0.6,1*,0,9,R(2),4- 0,0,0,1WR-C,E,10
TOA,,"Roark,T",131,24,15,12,27,27.2,3.4,6,6,11,6,25.2,31.2,56.2,6.5,8,9,0,S(4),4- 0,0,8,1WR-C,E,13
TOA,,"Romano,J",41,50,6,3.5,9.5,9.4,1.8,4*,0,27,14,4.4,18.4,8,1.2,2,0,9,R(1) C(1),3- 0,0,0,1WR-C,E,10
TOA,,"Ryu,H*",185,18,0,12.8,12.8,25.5,3,6,10,30,4,14,18,24.9,1.6,2,11,-5,S(6),2- 0,0,3,1WR-A,E,10
TOA,,"Shoemaker,M",79,26,9,10.6,19.6,33,6.2,8*,11,20,4,11.2,15.2,29.6,4.2,8,12,-1,S(5),5-51,0,0,1WR-C,E,10
TOA,,"Stripling,R",134,25,6,12.1,18,28.1,3.8,7,3,11,6,24.9,30.9,47.8,4.3,8,3,-1,S(4) R(3) C(0),4-28,0,3,1WR-C,E,14
TOA,,"Waguespack,J",49,20,16,13.7,29.7,14.5,0,0,0,18,6,31.5,37.5,57.1,4.3,7,0,9,R(2),3- 0,0,0,1WR-C,E,10
TOA,,"Walker,T",147,22,8,23.3,31.3,49,7.8,8,9,19,8,4.6,12.6,8.1,0,0,7,7,S(4),4-27,0,3,1WR-C,E,10
TOA,,"Yamaguchi,S",71,0,11,23.7,34.7,46.6,1.6,2,9,32,19,13.1,32,32.1,4.3,7*,5,-1,R(3),2- 0,14,16,1WR-C,E,10
TOA,,"Zeuch,T",31,0,11,23.4,34.4,48.1,1.6,2,0,0,6,8.1,14.1,19.3,1.6,3*,0,-1,S(4) R(3),4- 0,0,0,1WR-C,E,10
WAN,,"Bacus,D",33,7,21,15.1,36.1,18.7,1.2,2,3,11,18,19.1,37.1,28.2,1.8,3,3,-1,R(1),2- 0,0,0,1WR-C,E,10
WAN,,"Braymer,B*",21,13,18,18.8,36.8,20,0.4,0,0,20,16,14.9,31,20.1,0.8,0,0,-1,S(4) R(3),3- 0,0,0,1WL-C,E,10
WAN,,"Corbin,P*",189,36,3,17.4,20.4,28.6,1.2,2,8,24,5,21.5,26.5,35.3,2.2,2,8,-3,S(6),4-21,6,2,1WL-D,E,14
WAN,,"Crowe,W",24,0,26,34.7,60.6,66.1,8.5,8,1,21,18,19.8,37.8,42.5,6.3,8,4,-1,S(4),3- 0,0,0,1WR-C,E,10
WAN,,"Doolittle,S*",22,45,2,11.2,13.2,30.2,4,6*,0,14,0,26,26,52.5,8.8,8,0,-1,R(1),5- 0,0,0,1WL-D,E,10
WAN,,"Fedde,E",145,1,8,16.2,24.2,25.2,2,2,6,9,10,16.4,26.4,33.8,3.2,4,6,4,S(5) R(3),2- 0,0,8,1WR-A,E,10
WAN,,"Finnegan,K",71,29,11,8.5,19.5,13.3,1.6,2,12,29,9,13.8,22.8,17.1,0.8,1,12,6,R(1),4-51,0,18,1WR-C,E,10
WAN,,"Guerra,J",45,17,14,16.9,30.9,33.7,4,7,5,17,10,26,36,39,1.6,2,7,1,R(1),3- 0,0,0,1WR-B,E,10
WAN,,"Harper,R",69,31,10,22.8,32.8,46.8,4.1,6,0,15,0,16.3,16.3,25.9,1.8,2,2,-1,R(2),3- 0,0,17,1WR-C,E,10
WAN,,"Harris,W",51,30,2,27.1,29.1,32.9,1,1,0,24,16,5.8,21.9,15.6,3,5,0,9,R(1) C(2),4-51,0,11,1WR-C,E,10
WAN,,"Hudson,D",60,36,12,6.5,18.5,21.2,4.1,6*,3,33,14,10.1,24.1,28.5,4.3,7*,2,-1,R(1) C(4),2- 0,0,0,1WR-C,E,10
WAN,,"McGowin,K",32,44,6,6.9,12.9,10.5,1.2,2,5,31,7,11.9,18.9,20.9,3,4,4,3,R(2) C(0),3- 0,0,20,1WR-C,E,10
WAN,,"Rainey,T",59,51,15,6,21,17.2,2.6,3*,3,54,16,2.7,18.7,10.3,2.5,4*,0,-1,R(1),2- 0,20,20,1WR-C,E,10
WAN,,"Sanchez,A",152,18,5,21.6,26.6,35,2.2,4,5,12,6,23,29,45.3,4.3,7,5,9,S(5),4-26,11,0,1WR-A,E,10
WAN,,"Scherzer,M",194,38,7,18.4,25.4,33.5,2.4,3,0,52,3,7.9,10.9,16.5,1.6,2*,0,5,S(6),5-40,0,19,1WR-B,E,15
WAN,,"Suero,W",69,31,8,10.4,18.4,17.4,0,0,11,33,5,15.6,20.6,34.2,3.4,5,9,9,R(1),4- 0,0,18,1WR-C,E,10
WAN,,"Voth,A",143,8,6,24.1,30.1,42.6,1.6,2,7,27,6,15.3,21.3,40.9,6.5,8*,7,2,S(4),3- 0,0,3,1WR-D,E,10
ARN,M,"Bergen,T*",19,15,36,6,42,16.8,2.4,4*,11,34,26,14.2,40.2,27.2,0,0*,3,-1,R(1) C(0),4-51,0,0,1WL-C,E,10
ARN,M,"Ray,R*",86,43,9,7.3,16.3,18.3,3.2,6,0,24,30,12.8,42.8,34.2,4.4,8*,0,5,S(4),4- 0,0,20,1WL-A,E,10
ATN,M,"Milone,T*",27,23,2,38.8,40.8,124.1,19.1,8,0,15,1,42.3,43.3,79.1,5.5,8,6,0,S(4),3- 0,0,0,1WL-C,E,10
BAA,M,"Bleier,R*",8,33,0,3.8,3.8,3.8,0,0,0,7,0,12.8,12.8,18.1,0,0,0,-1,R(1),3- 0,0,20,1WL-C,E,10
BAA,M,"Castro,M",44,25,19,20,39,38,4.2,7,0,41,6,10.9,16.9,15.4,1,1,0,9,R(1) C(1),4- 0,0,0,1WR-C,E,10
BAA,M,"Givens,M",37,36,11,14.8,25.8,42.5,4,6*,10,54,15,0.6,15.6,1.7,0,0*,7,5,R(1),3- 0,0,0,1WR-C,E,10
BAA,M,"Milone,T*",81,24,4,12.4,16.4,32.8,4.3,6*,0,20,0,24,24,43.8,2.8,3,0,0,S(5),3- 0,0,7,1WL-C,E,10
BOA,M,"Hembree,H",27,21,11,18,29,42.5,4.1,7,11,34,8,14.9,22.9,34,2.8,5*,11,8,R(1),4- 0,0,0,1WR-C,E,10
BOA,M,"Osich,J*",44,32,0,11.9,11.9,26.5,4.8,8,0,23,12,18.1,30.1,35.4,5.8,8,0,-1,R(2),3- 0,0,0,1WL-B,E,10
BOA,M,"Pivetta,N",28,23,16,16.6,32.7,20.9,1.4,3,11,37,9,10.2,19.2,19,2.4,4,10,3,S(4),4- 0,0,0,1WR-D,E,13
BOA,M,"Triggs,A",22,22,11,7.3,18.3,9.1,0.6,1,0,18,4,27,31,63.9,12.3,8,0,9,S(4) R(3),4- 0,0,0,1WR-C,E,10
BOA,M,"Workman,B",19,32,14,20.1,34.1,27.3,2.4,4,0,36,18,18.1,36.1,19.1,0,0,0,6,R(1) C(5),3- 0,0,0,1WR-C,E,10
CHN,M,"Osich,J*",8,21,0,7.3,7.3,9.9,0.8,1,0,18,0,39.7,39.7,52.1,1,2,0,-1,R(1),5- 0,0,0,1WL-B,E,10
CHN,M,"Sadler,C",26,38,13,6.8,19.8,13.8,1,1,10,5,24,16.7,40.7,29.7,3.6,6,13,2,R(1),2- 0,0,20,1WR-C,E,10
CIN,M,"Raley,B*",12,23,3,15.9,18.9,32.2,2,1,0,27,11,25.5,36.5,42.7,0,0,0,2,R(1),4- 0,0,0,1WL-A,E,10
CIN,M,"Reed,C*",27,20,31,14.7,45.7,17.5,0.8,1,5,30,16,12.6,28.6,32.3,4.1,4*,9,-1,R(1),4- 0,0,20,1WL-D,E,10
CLA,M,"Clevinger,M",62,26,17,19.1,36.1,35.7,3.6,5,5,40,11,12.2,23.2,28.4,3,4,3,0,S(6),3-51,0,0,1WR-C,E,10
CLA,M,"Quantrill,C",40,25,8,16.4,24.4,22.1,1.2,1,12,11,0,23.4,23.4,38.6,3.8,6,12,4,S(4) R(3),4- 0,0,0,1WL-D,E,12
CON,M,"Givens,M",26,21,9,14.8,23.8,44.7,8.3,8*,0,23,15,9.4,24.4,24.8,3.8,6,0,5,R(1) C(2),3-51,0,20,1WR-C,E,10
HOA,M,"Raley,B*",45,33,6,9.9,15.9,22.8,2.2,4,0,24,9,11.6,20.6,30.2,3.6,7*,0,2,R(1) C(0),3- 0,0,0,1WL-A,E,10
KCA,M,"Rosenthal,T",39,46,21,8.6,29.5,16.4,0.6,0*,2,31,21,14.5,35.5,35.7,3,6*,5,-1,R(1) C(5),3- 0,20,0,1WR-C,E,10
LAN,M,"Stripling,R",90,24,7,12.3,19.3,32.3,5.4,8,9,11,4,25.9,29.9,54.3,6.2,8,8,-1,S(4),4-43,0,6,1WR-C,E,14
MMN,M,"Bleier,R*",40,19,0,8.9,8.9,14.4,0,0,12,0,3,33,36,54.6,0,0,12,-1,R(1),3- 0,0,17,1WL-C,E,10
MMN,M,"Moran,B*",11,18,34,17.9,51.9,37.7,0.1,0,0,25,25,19,44,48.3,4.4,8*,0,8,R(1),3- 0,0,0,1WL-C,E,10
NYA,M,"Hale,D",17,20,24,23.7,47.7,28.7,0,0,5,25,1,31,32,58.2,2.2,4,9,3,R(2) C(1),3- 0,0,0,1WR-C,E,10
NYN,M,"Castro,M",26,33,28,11.8,39.8,16.8,0.4,0,0,26,17,20.9,37.8,32.4,1.4,2,7,9,R(1),4- 0,0,0,1WR-C,E,10
NYN,M,"Lockett,W",23,8,6,29.6,35.6,40.5,0,0,11,28,4,17.1,21.1,32.5,3.2,5,9,-1,S(4) R(3),3- 0,0,0,1WR-C,E,10
PHN,M,"Hale,D",32,9,3,20,23,32.5,0.4,0,5,12,0,32.1,32.1,66.8,5.3,7,4,3,S(4) R(3),3- 0,0,0,1WR-C,E,10
PHN,M,"Hembree,H",27,23,22,10.8,32.8,36.5,7.3,8*,9,17,9,41.6,50.6,95.1,13.3,8*,2,8,R(1),4- 0,0,0,1WR-C,E,10
PHN,M,"Pivetta,N",17,17,3,33.5,36.5,85.7,11.5,8,0,13,5,26.2,31.2,52.4,3,5,0,3,R(2),4- 0,0,20,1WR-D,E,13
PHN,M,"Workman,B",38,39,9,19.8,28.8,52.7,6.8,8*,0,25,14,30.4,44.4,44.9,1.2,1,0,6,R(1) C(5),3- 0,0,0,1WR-C,E,10
SDN,M,"Altavilla,D",24,25,33,3.6,36.6,8.4,0.6,1*,10,36,16,15.4,31.4,30.6,0.4,0,4,9,R(1),3- 0,0,20,1WR-C,E,10
SDN,M,"Clevinger,M",53,34,12,16.6,28.6,29.8,1.4,2,5,39,2,13.6,15.6,26.8,1.6,3,4,0,S(5),3- 0,0,20,1WR-C,E,10
SDN,M,"Quantrill,C",49,22,9,24.6,33.6,34.8,1.2,1,7,26,0,19.8,19.8,32.3,3.8,6,9,4,S(4) R(3) C(0),4-51,0,0,1WL-D,E,12
SDN,M,"Rosenthal,T",28,42,15,8.1,23.1,18,0,0*,0,57,12,0.3,12.3,0.8,0,0*,0,-1,R(1) C(5),3- 0,0,0,1WR-C,E,10
SDN,M,"Williams,T",3,46,10,15.9,25.8,15.9,0,0,0,9,5,39,44,56.5,0,0,0,-1,R(1),3- 0,0,0,1WS-D,E,13
SEA,M,"Altavilla,D",33,22,15,19.4,34.4,44.7,4.3,7,0,35,19,9.7,28.7,26.5,3.6,5*,0,9,R(1) C(0),3- 0,0,0,1WR-C,E,10
SEA,M,"Lockett,W",24,0,1,36.7,37.7,38.3,0,0,9,8,1,30,31,46.2,3.4,5,8,-1,R(2),3- 0,0,0,1WR-C,E,10
SEA,M,"Sadler,C",28,29,4,18.2,22.2,42.6,2.4,3,0,22,12,3,15,6.2,0,0*,0,2,R(2),2- 0,0,20,1WR-C,E,10
SEA,M,"Williams,T",39,30,6,21.9,27.9,34.8,1,0,4,38,13,10.4,23.4,15.2,1.6,1,2,-1,R(1) C(5),3- 0,20,20,1WS-D,E,13
SFN,M,"Triggs,A",1,0,54,10.9,64.9,10.9,0,0,0,0,54,11.4,65.3,11.4,0,0,0,9,R(1),4- 0,0,0,1WR-C,E,10
TBA,M,"Reed,C*",7,51,6,6.7,12.6,18.4,3,5*,0,14,7,6.9,13.9,15.4,2,3,0,-1,R(1),4- 0,0,0,1WL-D,E,10
TOA,M,"Bergen,T*",5,45,27,5.2,32.2,10.4,0,0*,0,34,22,15.2,37.2,22.8,0,0,0,-1,R(1),4- 0,0,0,1WL-C,E,10
TOA,M,"Moran,B*",3,30,4,17.2,21.2,27.4,0,0,0,11,10,14.6,24.6,29,0,0*,0,8,R(1),3- 0,0,0,1WL-C,E,10
TOA,M,"Ray,R*",57,46,6,5.7,11.7,16.2,3,5*,0,27,23,12.3,35.4,29.1,3.4,6,0,5,S(4) R(3),2- 0,0,0,1WL-A,E,10
TOA,M,"Stripling,R",44,26,5,12.4,17.4,23.2,1.4,2,0,11,10,24,34,42.7,2.6,4,0,-1,S(4) R(3) C(0),4- 0,0,0,1WR-C,E,14
ARN,X,"Beasley,J",1,5,0,73,73,131.4,0,0*,0,19,0,58.6,58.6,109.5,0,0*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
ARN,X,"Bracho,S",3,4,6,37.2,43.2,110.5,20.8,8,0,32,6,22.2,28.2,38.5,2,4,0,-1,R(1),4- 0,0,0,1WR-C,E,10
ARN,X,"Grace,M*",3,0,29,40.4,69.4,116.6,22.8,8*,0,19,19,39.2,58.2,61.5,0,0*,0,-1,R(1),3- 0,0,0,1WL-C,E,10
ARN,X,"Lewicki,A",9,28,3,38.4,41.4,55.1,1.4,2,0,20,7,35.7,42.7,81.4,0,0,0,-1,R(1),4- 0,0,0,1WR-C,E,10
ARN,X,"Mantiply,J*",7,15,29,12.8,41.8,29.6,0.4,1,0,0,18,17,35,42,1.8,3*,0,-1,R(1),4- 0,0,0,1WR-C,E,10
ARN,X,"Payamps,J",8,32,19,7.6,26.6,15.1,1.8,3*,12,0,27,20.6,47.6,36.9,1,2,12,-1,R(1),3- 0,0,0,1WR-C,E,10
ATN,X,"Chacin,J",14,0,21,21,42,24.3,0.2,0,0,20,8,20.7,28.7,37.6,3.2,6,0,9,R(3),3- 0,0,0,1WR-D,E,13
ATN,X,"Davidson,T*",5,16,34,5.7,39.7,12.6,1.8,3,0,7,32,17.6,49.6,48.4,9.6,8,0,9,S(4),3- 0,0,0,1WL-C,E,10
ATN,X,"Foltynewicz,M",9,19,28,11.3,39.3,40.4,9.7,8,4,6,29,32.8,61.8,98,21.3,8*,1,-1,S(4),3- 0,0,0,1WR-B,E,12
ATN,X,"Hamels,C*",9,1,6,14.2,20.2,15.4,0.4,0,0,14,9,21.3,30.3,39.8,1,2,0,-1,S(4),3- 0,0,0,1WL-C,E,13
ATN,X,"Rusin,C*",9,22,20,27.4,47.3,38.6,0,0,0,5,16,41.9,57.9,79.7,12.5,8*,0,9,R(1),2- 0,0,0,1WL-C,E,10
ATN,X,"Sobotka,C",10,17,3,39.5,42.5,60.4,1.2,1,0,5,17,18.5,35.5,35.7,0.2,0*,0,-1,R(1),4- 0,0,20,1WR-C,E,10
ATN,X,"Weigel,P",2,0,39,25.2,64.2,50.4,0,0*,0,0,39,25.2,64.2,50.4,0,0*,0,-1,R(1),3- 0,0,20,1WR-C,E,10
BAA,X,"Carroll,C",6,16,29,29,58,59.3,1.4,2*,0,8,30,27.1,57.2,46.3,0.8,1,0,-1,R(1),4- 0,0,20,1WR-C,E,10
BAA,X,"Hess,D",20,0,5,23.6,28.6,44.9,1.8,2,12,5,4,27.5,31.5,53.8,4.5,6,12,-1,R(2),3- 0,0,0,1WR-C,E,10
BAA,X,"Kline,B",14,16,31,10,41,20,0,0*,0,42,5,3.9,8.9,7.3,0,0,0,-1,R(2),4- 0,0,0,1WR-C,E,10
BAA,X,"Zimmermann,B*",20,33,18,12,30,18,2,3,4,6,6,9.7,15.7,24.9,5,8,9,-1,S(4) R(3),4- 0,0,20,1WL-C,E,10
BOA,X,"Leyer,R",13,0,26,37.6,63.7,75.4,10.5,8,0,25,33,11.8,44.8,31.9,4.3,7*,0,-1,S(1) R(1),3- 0,0,0,1WR-C,E,10
BOA,X,"Tapia,D",12,18,10,21.8,31.8,58.8,8,8*,0,14,10,11.5,21.5,14.5,0,0,0,-1,R(1),3- 0,0,0,1WR-C,E,10
CHA,X,"Anderson,D",4,13,41,18.4,59.4,44.4,3.8,5*,0,6,1,52.3,53.3,172.9,38.4,8,0,-1,R(1),4- 0,0,20,1WR-C,E,10
CHA,X,"Flores Jr,B*",6,31,0,34.3,34.3,47,4.3,4,0,8,0,37.4,37.4,48,2.2,3,0,-1,R(1),3- 0,0,0,1WL-C,E,10
CHA,X,"Hamilton,I",11,21,27,16.5,43.5,19.5,1,0,4,14,24,22.1,46.1,23.8,0.4,0,7,-1,R(1),4- 0,0,20,1WR-C,E,10
CHA,X,"Herrera,K",6,41,0,17.2,17.2,57.7,13.5,8,0,10,20,26.8,46.8,85.8,17,8*,0,-1,R(1),5- 0,0,0,1WR-C,E,10
CHA,X,"Lambert,J",6,14,6,18.5,24.5,32,3,4,0,38,8,19.5,27.5,26.3,1.4,2,0,-1,R(1),3- 0,0,0,1WR-C,E,13
CHA,X,"McRae,A",8,0,3,6.5,9.6,17.2,2.4,3*,0,21,5,14.4,19.4,19.8,1.2,1,0,-1,R(1),3- 0,0,0,1WR-C,E,10
CHA,X,"Ruiz,J",11,29,2,7.2,9.2,24.5,5.5,8*,0,31,7,8.9,15.9,15.7,2,2,0,-1,R(1),2- 0,0,0,1WR-C,E,10
CHA,X,"Stiever,J",18,4,17,20.8,37.8,64.3,14.1,8,0,0,11,19.7,30.7,37.4,5.5,8,0,-1,S(4),3- 0,0,0,1WR-C,E,10
CHN,X,"Brothers,R*",9,37,37,1.8,38.8,7.2,1.8,2*,0,32,14,22.4,36.3,89.1,22.3,8*,0,-1,R(1),3- 0,20,0,1WL-C,E,10
CHN,X,"Dermody,M*",3,0,0,0,0,0,0,0*,0,30,8,4.8,12.8,4.8,0,0,0,-1,R(1),5- 0,0,0,1WR-C,E,10
CHN,X,"Maples,D",3,9,65,0,65,0,0,0*,0,0,38,19,57,36.2,0,0*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
CHN,X,"Marquez,B*",2,10,20,33.3,53.3,66.6,0,0*,0,11,35,18.5,53.5,37,0,0*,0,-1,R(1),3- 0,0,20,1WL-C,E,10
CHN,X,"Miller,T",14,0,11,14.4,25.4,37.8,4.6,8*,0,0,23,12.5,35.5,25,0,0*,0,-1,S(4) R(3),3- 0,20,0,1WR-C,E,10
CHN,X,"Norwood,J",5,0,6,49.5,55.5,80.4,0,0,13,0,29,33.7,62.7,39.5,0,0,10,-1,R(1),3- 0,0,20,1WR-C,E,10
